Genome	Permutation	Clusters
7034	16	Perm243	24767
7035	17	Perm243	25353
7036	18	Perm243	25867
7037	19	Perm243	26699
7038	20	Perm243	27584
7039	21	Perm243	27892
7040	22	Perm243	28324
7041	23	Perm243	28774
7042	24	Perm243	28801
7043	25	Perm243	29556
7044	26	Perm243	29699
7045	27	Perm243	29860
7046	28	Perm243	30098
7047	29	Perm243	30970
7048	1	Perm244	3195
7049	2	Perm244	8156
7050	3	Perm244	10034
7051	4	Perm244	12385
7052	5	Perm244	14549
7053	6	Perm244	15551
7054	7	Perm244	16876
7055	8	Perm244	18263
7056	9	Perm244	19379
7057	10	Perm244	20448
7058	11	Perm244	21300
7059	12	Perm244	22219
7060	13	Perm244	23020
7061	14	Perm244	23719
7062	15	Perm244	24745
7063	16	Perm244	25614
7064	17	Perm244	26279
7065	18	Perm244	26308
7066	19	Perm244	26472
7067	20	Perm244	27101
7068	21	Perm244	27719
7069	22	Perm244	28009
7070	23	Perm244	28550
7071	24	Perm244	29310
7072	25	Perm244	29466
7073	26	Perm244	29590
7074	27	Perm244	30119
7075	28	Perm244	30534
7076	29	Perm244	30970
7077	1	Perm245	3016
7078	2	Perm245	7243
7079	3	Perm245	9328
7080	4	Perm245	12451
7081	5	Perm245	14267
7082	6	Perm245	15850
7083	7	Perm245	17131
7084	8	Perm245	17976
7085	9	Perm245	18978
7086	10	Perm245	19847
7087	11	Perm245	20786
7088	12	Perm245	21785
7089	13	Perm245	22551
7090	14	Perm245	23088
7091	15	Perm245	23983
7092	16	Perm245	24615
7093	17	Perm245	25294
7094	18	Perm245	25952
7095	19	Perm245	27050
7096	20	Perm245	27419
7097	21	Perm245	27988
7098	22	Perm245	28183
7099	23	Perm245	28446
7100	24	Perm245	28937
7101	25	Perm245	28957
7102	26	Perm245	29361
7103	27	Perm245	29659
7104	28	Perm245	30535
7105	29	Perm245	30970
7106	1	Perm246	3367
7107	2	Perm246	4778
7108	3	Perm246	6808
7109	4	Perm246	11057
7110	5	Perm246	12371
7111	6	Perm246	13356
7112	7	Perm246	14280
7113	8	Perm246	17114
7114	9	Perm246	19011
7115	10	Perm246	20611
7116	11	Perm246	21387
7117	12	Perm246	22276
7118	13	Perm246	23516
7119	14	Perm246	24442
7120	15	Perm246	25265
7121	16	Perm246	25767
7122	17	Perm246	26118
7123	18	Perm246	26341
7124	19	Perm246	26681
7125	20	Perm246	27256
7126	21	Perm246	27529
7127	22	Perm246	28176
7128	23	Perm246	28679
7129	24	Perm246	28827
7130	25	Perm246	29349
7131	26	Perm246	29857
7132	27	Perm246	30390
7133	28	Perm246	30847
7134	29	Perm246	30970
7135	1	Perm247	5470
7136	2	Perm247	7733
7137	3	Perm247	10369
7138	4	Perm247	12739
7139	5	Perm247	14982
7140	6	Perm247	16383
7141	7	Perm247	17509
7142	8	Perm247	19080
7143	9	Perm247	20035
7144	10	Perm247	21186
7145	11	Perm247	21694
7146	12	Perm247	22200
7147	13	Perm247	23136
7148	14	Perm247	23923
7149	15	Perm247	24701
7150	16	Perm247	25481
7151	17	Perm247	26193
7152	18	Perm247	26457
7153	19	Perm247	26764
7154	20	Perm247	27389
7155	21	Perm247	27980
7156	22	Perm247	28511
7157	23	Perm247	28700
7158	24	Perm247	28946
7159	25	Perm247	29355
7160	26	Perm247	29519
7161	27	Perm247	30331
7162	28	Perm247	30781
7163	29	Perm247	30970
7164	1	Perm248	4386
7165	2	Perm248	7148
7166	3	Perm248	9642
7167	4	Perm248	11166
7168	5	Perm248	13881
7169	6	Perm248	15866
7170	7	Perm248	17089
7171	8	Perm248	18133
7172	9	Perm248	18994
7173	10	Perm248	20025
7174	11	Perm248	20990
7175	12	Perm248	22181
7176	13	Perm248	22805
7177	14	Perm248	24186
7178	15	Perm248	24569
7179	16	Perm248	25204
7180	17	Perm248	25938
7181	18	Perm248	26539
7182	19	Perm248	26825
7183	20	Perm248	27061
7184	21	Perm248	27831
7185	22	Perm248	28077
7186	23	Perm248	28592
7187	24	Perm248	28761
7188	25	Perm248	29235
7189	26	Perm248	29459
7190	27	Perm248	29697
7191	28	Perm248	30513
7192	29	Perm248	30970
7193	1	Perm249	4631
7194	2	Perm249	7832
7195	3	Perm249	10387
7196	4	Perm249	12819
7197	5	Perm249	14187
7198	6	Perm249	16201
7199	7	Perm249	17331
7200	8	Perm249	18767
7201	9	Perm249	19733
7202	10	Perm249	20431
7203	11	Perm249	21315
7204	12	Perm249	22462
7205	13	Perm249	23290
7206	14	Perm249	24252
7207	15	Perm249	24721
7208	16	Perm249	25497
7209	17	Perm249	26154
7210	18	Perm249	26561
7211	19	Perm249	27216
7212	20	Perm249	27523
7213	21	Perm249	27717
7214	22	Perm249	28048
7215	23	Perm249	28875
7216	24	Perm249	29326
7217	25	Perm249	29823
7218	26	Perm249	30309
7219	27	Perm249	30331
7220	28	Perm249	30473
7221	29	Perm249	30970
7222	1	Perm250	1754
7223	2	Perm250	6144
7224	3	Perm250	8884
7225	4	Perm250	10882
7226	5	Perm250	13561
7227	6	Perm250	14960
7228	7	Perm250	17585
7229	8	Perm250	19307
7230	9	Perm250	19919
7231	10	Perm250	20845
7232	11	Perm250	21766
7233	12	Perm250	22427
7234	13	Perm250	23364
7235	14	Perm250	24165
7236	15	Perm250	24822
7237	16	Perm250	25399
7238	17	Perm250	25833
7239	18	Perm250	26720
7240	19	Perm250	27310
7241	20	Perm250	27642
7242	21	Perm250	28071
7243	22	Perm250	28621
7244	23	Perm250	29124
7245	24	Perm250	29631
7246	25	Perm250	29826
7247	26	Perm250	30105
7248	27	Perm250	30415
7249	28	Perm250	30534
7250	29	Perm250	30970
7251	1	Perm251	3075
7252	2	Perm251	5163
7253	3	Perm251	6478
7254	4	Perm251	10845
7255	5	Perm251	11850
7256	6	Perm251	15449
7257	7	Perm251	17210
7258	8	Perm251	18266
7259	9	Perm251	19233
7260	10	Perm251	20395
7261	11	Perm251	21251
7262	12	Perm251	22199
7263	13	Perm251	23015
7264	14	Perm251	23686
7265	15	Perm251	24466
7266	16	Perm251	25178
7267	17	Perm251	25681
7268	18	Perm251	26029
7269	19	Perm251	26640
7270	20	Perm251	26822
7271	21	Perm251	27673
7272	22	Perm251	28007
7273	23	Perm251	28588
7274	24	Perm251	28723
7275	25	Perm251	29240
7276	26	Perm251	29718
7277	27	Perm251	29956
7278	28	Perm251	30098
7279	29	Perm251	30970
7280	1	Perm252	4288
7281	2	Perm252	7239
7282	3	Perm252	9779
7283	4	Perm252	11804
7284	5	Perm252	13268
7285	6	Perm252	14434
7286	7	Perm252	15487
7287	8	Perm252	16379
7288	9	Perm252	17179
7289	10	Perm252	17878
7290	11	Perm252	18590
7291	12	Perm252	20441
7292	13	Perm252	21925
7293	14	Perm252	22839
7294	15	Perm252	24065
7295	16	Perm252	25403
7296	17	Perm252	25776
7297	18	Perm252	26083
7298	19	Perm252	26185
7299	20	Perm252	26760
7300	21	Perm252	27615
7301	22	Perm252	28212
7302	23	Perm252	28409
7303	24	Perm252	28641
7304	25	Perm252	29125
7305	26	Perm252	29369
7306	27	Perm252	29848
7307	28	Perm252	30242
7308	29	Perm252	30970
7309	1	Perm253	2908
7310	2	Perm253	7293
7311	3	Perm253	9174
7312	4	Perm253	11191
7313	5	Perm253	12627
7314	6	Perm253	13758
7315	7	Perm253	14921
7316	8	Perm253	15728
7317	9	Perm253	16305
7318	10	Perm253	19248
7319	11	Perm253	19952
7320	12	Perm253	20600
7321	13	Perm253	21613
7322	14	Perm253	22186
7323	15	Perm253	23308
7324	16	Perm253	23761
7325	17	Perm253	24399
7326	18	Perm253	24901
7327	19	Perm253	26542
7328	20	Perm253	27373
7329	21	Perm253	27702
7330	22	Perm253	27987
7331	23	Perm253	28447
7332	24	Perm253	29344
7333	25	Perm253	29599
7334	26	Perm253	30342
7335	27	Perm253	30509
7336	28	Perm253	30732
7337	29	Perm253	30970
7338	1	Perm254	3195
7339	2	Perm254	7706
7340	3	Perm254	10316
7341	4	Perm254	12017
7342	5	Perm254	13390
7343	6	Perm254	14471
7344	7	Perm254	15588
7345	8	Perm254	16760
7346	9	Perm254	17762
7347	10	Perm254	18733
7348	11	Perm254	19476
7349	12	Perm254	21793
7350	13	Perm254	23029
7351	14	Perm254	23751
7352	15	Perm254	24760
7353	16	Perm254	25298
7354	17	Perm254	25873
7355	18	Perm254	26703
7356	19	Perm254	27251
7357	20	Perm254	28098
7358	21	Perm254	28355
7359	22	Perm254	28836
7360	23	Perm254	29238
7361	24	Perm254	29258
7362	25	Perm254	29512
7363	26	Perm254	29849
7364	27	Perm254	30205
7365	28	Perm254	30674
7366	29	Perm254	30970
7367	1	Perm255	2156
7368	2	Perm255	4973
7369	3	Perm255	8904
7370	4	Perm255	10914
7371	5	Perm255	11945
7372	6	Perm255	15521
7373	7	Perm255	17619
7374	8	Perm255	18828
7375	9	Perm255	19992
7376	10	Perm255	21012
7377	11	Perm255	21821
7378	12	Perm255	22556
7379	13	Perm255	23697
7380	14	Perm255	24622
7381	15	Perm255	25313
7382	16	Perm255	25979
7383	17	Perm255	26436
7384	18	Perm255	27037
7385	19	Perm255	27702
7386	20	Perm255	28028
7387	21	Perm255	28399
7388	22	Perm255	28982
7389	23	Perm255	29550
7390	24	Perm255	29598
7391	25	Perm255	29882
7392	26	Perm255	30001
7393	27	Perm255	30411
7394	28	Perm255	30847
7395	29	Perm255	30970
7396	1	Perm256	4989
7397	2	Perm256	6139
7398	3	Perm256	8736
7399	4	Perm256	10074
7400	5	Perm256	12708
7401	6	Perm256	14638
7402	7	Perm256	15768
7403	8	Perm256	16933
7404	9	Perm256	18525
7405	10	Perm256	19817
7406	11	Perm256	20667
7407	12	Perm256	21765
7408	13	Perm256	23031
7409	14	Perm256	23976
7410	15	Perm256	24389
7411	16	Perm256	24686
7412	17	Perm256	24988
7413	18	Perm256	25905
7414	19	Perm256	26719
7415	20	Perm256	27412
7416	21	Perm256	27764
7417	22	Perm256	28437
7418	23	Perm256	29077
7419	24	Perm256	29657
7420	25	Perm256	29775
7421	26	Perm256	30244
7422	27	Perm256	30713
7423	28	Perm256	30951
7424	29	Perm256	30970
7425	1	Perm257	4572
7426	2	Perm257	7537
7427	3	Perm257	9575
7428	4	Perm257	12367
7429	5	Perm257	14112
7430	6	Perm257	15578
7431	7	Perm257	16660
7432	8	Perm257	17579
7433	9	Perm257	18869
7434	10	Perm257	19618
7435	11	Perm257	20646
7436	12	Perm257	21642
7437	13	Perm257	22450
7438	14	Perm257	22811
7439	15	Perm257	23630
7440	16	Perm257	24484
7441	17	Perm257	25118
7442	18	Perm257	25801
7443	19	Perm257	26114
7444	20	Perm257	26965
7445	21	Perm257	27631
7446	22	Perm257	28164
7447	23	Perm257	28570
7448	24	Perm257	29089
7449	25	Perm257	29409
7450	26	Perm257	29581
7451	27	Perm257	30454
7452	28	Perm257	30935
7453	29	Perm257	30970
7454	1	Perm258	4829
7455	2	Perm258	8290
7456	3	Perm258	10822
7457	4	Perm258	12779
7458	5	Perm258	14622
7459	6	Perm258	15663
7460	7	Perm258	17116
7461	8	Perm258	18451
7462	9	Perm258	19430
7463	10	Perm258	20587
7464	11	Perm258	21359
7465	12	Perm258	22529
7466	13	Perm258	23459
7467	14	Perm258	24013
7468	15	Perm258	24411
7469	16	Perm258	25031
7470	17	Perm258	25209
7471	18	Perm258	26048
7472	19	Perm258	26821
7473	20	Perm258	27540
7474	21	Perm258	27704
7475	22	Perm258	28279
7476	23	Perm258	28857
7477	24	Perm258	29374
7478	25	Perm258	29669
7479	26	Perm258	30002
7480	27	Perm258	30470
7481	28	Perm258	30951
7482	29	Perm258	30970
7483	1	Perm259	2989
7484	2	Perm259	7060
7485	3	Perm259	8925
7486	4	Perm259	12596
7487	5	Perm259	13839
7488	6	Perm259	14937
7489	7	Perm259	15855
7490	8	Perm259	16733
7491	9	Perm259	17768
7492	10	Perm259	19604
7493	11	Perm259	20422
7494	12	Perm259	22265
7495	13	Perm259	22973
7496	14	Perm259	23827
7497	15	Perm259	24856
7498	16	Perm259	25396
7499	17	Perm259	26181
7500	18	Perm259	27183
7501	19	Perm259	27762
7502	20	Perm259	28250
7503	21	Perm259	28524
7504	22	Perm259	29010
7505	23	Perm259	29446
7506	24	Perm259	29958
7507	25	Perm259	30094
7508	26	Perm259	30219
7509	27	Perm259	30371
7510	28	Perm259	30828
7511	29	Perm259	30970
7512	1	Perm260	2739
7513	2	Perm260	6714
7514	3	Perm260	9147
7515	4	Perm260	11694
7516	5	Perm260	13154
7517	6	Perm260	14282
7518	7	Perm260	16635
7519	8	Perm260	18413
7520	9	Perm260	19622
7521	10	Perm260	21266
7522	11	Perm260	22280
7523	12	Perm260	23133
7524	13	Perm260	23618
7525	14	Perm260	23924
7526	15	Perm260	24668
7527	16	Perm260	24859
7528	17	Perm260	25067
7529	18	Perm260	25735
7530	19	Perm260	26508
7531	20	Perm260	26530
7532	21	Perm260	27142
7533	22	Perm260	27987
7534	23	Perm260	28143
7535	24	Perm260	28412
7536	25	Perm260	28963
7537	26	Perm260	29452
7538	27	Perm260	29909
7539	28	Perm260	30781
7540	29	Perm260	30970
7541	1	Perm261	4631
7542	2	Perm261	5879
7543	3	Perm261	8674
7544	4	Perm261	10780
7545	5	Perm261	12057
7546	6	Perm261	13315
7547	7	Perm261	14511
7548	8	Perm261	15369
7549	9	Perm261	18079
7550	10	Perm261	18705
7551	11	Perm261	19047
7552	12	Perm261	20507
7553	13	Perm261	20698
7554	14	Perm261	22079
7555	15	Perm261	22247
7556	16	Perm261	22392
7557	17	Perm261	23621
7558	18	Perm261	24491
7559	19	Perm261	24618
7560	20	Perm261	25461
7561	21	Perm261	26187
7562	22	Perm261	27036
7563	23	Perm261	27723
7564	24	Perm261	28335
7565	25	Perm261	28920
7566	26	Perm261	29497
7567	27	Perm261	30234
7568	28	Perm261	30535
7569	29	Perm261	30970
7570	1	Perm262	3133
7571	2	Perm262	4841
7572	3	Perm262	6463
7573	4	Perm262	7728
7574	5	Perm262	11737
7575	6	Perm262	14474
7576	7	Perm262	17638
7577	8	Perm262	18835
7578	9	Perm262	19712
7579	10	Perm262	20607
7580	11	Perm262	21396
7581	12	Perm262	22145
7582	13	Perm262	22908
7583	14	Perm262	23771
7584	15	Perm262	24317
7585	16	Perm262	24762
7586	17	Perm262	25135
7587	18	Perm262	25709
7588	19	Perm262	26611
7589	20	Perm262	27189
7590	21	Perm262	27421
7591	22	Perm262	28033
7592	23	Perm262	28335
7593	24	Perm262	29084
7594	25	Perm262	29628
7595	26	Perm262	29790
7596	27	Perm262	30270
7597	28	Perm262	30675
7598	29	Perm262	30970
7599	1	Perm263	3159
7600	2	Perm263	7130
7601	3	Perm263	8817
7602	4	Perm263	10196
7603	5	Perm263	11245
7604	6	Perm263	12824
7605	7	Perm263	13961
7606	8	Perm263	14920
7607	9	Perm263	15819
7608	10	Perm263	19334
7609	11	Perm263	21025
7610	12	Perm263	21863
7611	13	Perm263	22775
7612	14	Perm263	23624
7613	15	Perm263	24171
7614	16	Perm263	25786
7615	17	Perm263	26567
7616	18	Perm263	27750
7617	19	Perm263	28021
7618	20	Perm263	28519
7619	21	Perm263	28819
7620	22	Perm263	29045
7621	23	Perm263	29235
7622	24	Perm263	29459
7623	25	Perm263	29974
7624	26	Perm263	30275
7625	27	Perm263	30515
7626	28	Perm263	30951
7627	29	Perm263	30970
7628	1	Perm264	4509
7629	2	Perm264	7201
7630	3	Perm264	10944
7631	4	Perm264	12754
7632	5	Perm264	14287
7633	6	Perm264	16107
7634	7	Perm264	17427
7635	8	Perm264	18433
7636	9	Perm264	19515
7637	10	Perm264	20370
7638	11	Perm264	21207
7639	12	Perm264	22261
7640	13	Perm264	22869
7641	14	Perm264	23566
7642	15	Perm264	24413
7643	16	Perm264	25415
7644	17	Perm264	25840
7645	18	Perm264	26127
7646	19	Perm264	26751
7647	20	Perm264	27510
7648	21	Perm264	28064
7649	22	Perm264	28164
7650	23	Perm264	28670
7651	24	Perm264	29111
7652	25	Perm264	29614
7653	26	Perm264	29832
7654	27	Perm264	30115
7655	28	Perm264	30165
7656	29	Perm264	30970
7657	1	Perm265	4356
7658	2	Perm265	6553
7659	3	Perm265	8863
7660	4	Perm265	10416
7661	5	Perm265	11846
7662	6	Perm265	14911
7663	7	Perm265	15790
7664	8	Perm265	18200
7665	9	Perm265	19025
7666	10	Perm265	21407
7667	11	Perm265	21448
7668	12	Perm265	22441
7669	13	Perm265	23168
7670	14	Perm265	23719
7671	15	Perm265	24193
7672	16	Perm265	25051
7673	17	Perm265	25376
7674	18	Perm265	25978
7675	19	Perm265	26376
7676	20	Perm265	26788
7677	21	Perm265	27357
7678	22	Perm265	27605
7679	23	Perm265	28158
7680	24	Perm265	28487
7681	25	Perm265	28871
7682	26	Perm265	29752
7683	27	Perm265	30048
7684	28	Perm265	30513
7685	29	Perm265	30970
7686	1	Perm266	4509
7687	2	Perm266	7141
7688	3	Perm266	8588
7689	4	Perm266	11509
7690	5	Perm266	13372
7691	6	Perm266	14846
7692	7	Perm266	15892
7693	8	Perm266	16804
7694	9	Perm266	18669
7695	10	Perm266	19991
7696	11	Perm266	20872
7697	12	Perm266	22063
7698	13	Perm266	22998
7699	14	Perm266	23814
7700	15	Perm266	24568
7701	16	Perm266	25198
7702	17	Perm266	25729
7703	18	Perm266	26450
7704	19	Perm266	26582
7705	20	Perm266	27091
7706	21	Perm266	27634
7707	22	Perm266	28525
7708	23	Perm266	28757
7709	24	Perm266	29237
7710	25	Perm266	29441
7711	26	Perm266	29734
7712	27	Perm266	29869
7713	28	Perm266	30675
7714	29	Perm266	30970
7715	1	Perm267	4356
7716	2	Perm267	8119
7717	3	Perm267	10884
7718	4	Perm267	12679
7719	5	Perm267	14605
7720	6	Perm267	16378
7721	7	Perm267	17450
7722	8	Perm267	18534
7723	9	Perm267	19905
7724	10	Perm267	20962
7725	11	Perm267	21809
7726	12	Perm267	22737
7727	13	Perm267	23482
7728	14	Perm267	23780
7729	15	Perm267	23995
7730	16	Perm267	25021
7731	17	Perm267	25829
7732	18	Perm267	26552
7733	19	Perm267	27421
7734	20	Perm267	27548
7735	21	Perm267	27703
7736	22	Perm267	28351
7737	23	Perm267	28511
7738	24	Perm267	28631
7739	25	Perm267	29253
7740	26	Perm267	29755
7741	27	Perm267	30255
7742	28	Perm267	30732
7743	29	Perm267	30970
7744	1	Perm268	1754
7745	2	Perm268	4499
7746	3	Perm268	8640
7747	4	Perm268	11717
7748	5	Perm268	13387
7749	6	Perm268	15336
7750	7	Perm268	16782
7751	8	Perm268	17922
7752	9	Perm268	18877
7753	10	Perm268	20273
7754	11	Perm268	21345
7755	12	Perm268	22319
7756	13	Perm268	23210
7757	14	Perm268	24033
7758	15	Perm268	24779
7759	16	Perm268	25377
7760	17	Perm268	26275
7761	18	Perm268	26662
7762	19	Perm268	26762
7763	20	Perm268	26939
7764	21	Perm268	27551
7765	22	Perm268	28466
7766	23	Perm268	28880
7767	24	Perm268	29102
7768	25	Perm268	29689
7769	26	Perm268	30146
7770	27	Perm268	30255
7771	28	Perm268	30732
7772	29	Perm268	30970
7773	1	Perm269	3159
7774	2	Perm269	4572
7775	3	Perm269	8673
7776	4	Perm269	11751
7777	5	Perm269	13418
7778	6	Perm269	14949
7779	7	Perm269	16108
7780	8	Perm269	17073
7781	9	Perm269	19367
7782	10	Perm269	20522
7783	11	Perm269	21497
7784	12	Perm269	22635
7785	13	Perm269	23363
7786	14	Perm269	23919
7787	15	Perm269	24316
7788	16	Perm269	25095
7789	17	Perm269	25910
7790	18	Perm269	26426
7791	19	Perm269	26682
7792	20	Perm269	27474
7793	21	Perm269	27705
7794	22	Perm269	28002
7795	23	Perm269	28596
7796	24	Perm269	28615
7797	25	Perm269	29133
7798	26	Perm269	29670
7799	27	Perm269	30167
7800	28	Perm269	30473
7801	29	Perm269	30970
7802	1	Perm270	4572
7803	2	Perm270	7259
7804	3	Perm270	9125
7805	4	Perm270	10517
7806	5	Perm270	13328
7807	6	Perm270	15273
7808	7	Perm270	16766
7809	8	Perm270	17852
7810	9	Perm270	18943
7811	10	Perm270	19858
7812	11	Perm270	20948
7813	12	Perm270	21585
7814	13	Perm270	22562
7815	14	Perm270	23455
7816	15	Perm270	24183
7817	16	Perm270	25049
7818	17	Perm270	25958
7819	18	Perm270	26261
7820	19	Perm270	26605
7821	20	Perm270	27439
7822	21	Perm270	28029
7823	22	Perm270	28515
7824	23	Perm270	29084
7825	24	Perm270	29232
7826	25	Perm270	29505
7827	26	Perm270	29813
7828	27	Perm270	30543
7829	28	Perm270	30578
7830	29	Perm270	30970
7831	1	Perm271	4692
7832	2	Perm271	7547
7833	3	Perm271	11170
7834	4	Perm271	12878
7835	5	Perm271	13928
7836	6	Perm271	15238
7837	7	Perm271	17811
7838	8	Perm271	19086
7839	9	Perm271	20530
7840	10	Perm271	21422
7841	11	Perm271	22007
7842	12	Perm271	22826
7843	13	Perm271	23210
7844	14	Perm271	24127
7845	15	Perm271	24425
7846	16	Perm271	24854
7847	17	Perm271	25088
7848	18	Perm271	25257
7849	19	Perm271	25750
7850	20	Perm271	26339
7851	21	Perm271	26499
7852	22	Perm271	26741
7853	23	Perm271	27298
7854	24	Perm271	28058
7855	25	Perm271	28598
7856	26	Perm271	29146
7857	27	Perm271	29696
7858	28	Perm271	30165
7859	29	Perm271	30970
7860	1	Perm272	2739
7861	2	Perm272	4965
7862	3	Perm272	6596
7863	4	Perm272	10298
7864	5	Perm272	13864
7865	6	Perm272	15020
7866	7	Perm272	16696
7867	8	Perm272	19309
7868	9	Perm272	19908
7869	10	Perm272	20828
7870	11	Perm272	21771
7871	12	Perm272	22593
7872	13	Perm272	23416
7873	14	Perm272	24047
7874	15	Perm272	24455
7875	16	Perm272	25000
7876	17	Perm272	25921
7877	18	Perm272	26764
7878	19	Perm272	27120
7879	20	Perm272	27475
7880	21	Perm272	28017
7881	22	Perm272	28424
7882	23	Perm272	29010
7883	24	Perm272	29504
7884	25	Perm272	29523
7885	26	Perm272	29977
7886	27	Perm272	30354
7887	28	Perm272	30851
7888	29	Perm272	30970
7889	1	Perm273	4572
7890	2	Perm273	8237
7891	3	Perm273	9683
7892	4	Perm273	12150
7893	5	Perm273	14016
7894	6	Perm273	15610
7895	7	Perm273	16802
7896	8	Perm273	17988
7897	9	Perm273	18986
7898	10	Perm273	20757
7899	11	Perm273	21709
7900	12	Perm273	22491
7901	13	Perm273	23482
7902	14	Perm273	24119
7903	15	Perm273	24988
7904	16	Perm273	25668
7905	17	Perm273	26177
7906	18	Perm273	26316
7907	19	Perm273	27006
7908	20	Perm273	27552
7909	21	Perm273	28031
7910	22	Perm273	28503
7911	23	Perm273	28794
7912	24	Perm273	29341
7913	25	Perm273	29872
7914	26	Perm273	30230
7915	27	Perm273	30265
7916	28	Perm273	30565
7917	29	Perm273	30970
7918	1	Perm274	2156
7919	2	Perm274	4952
7920	3	Perm274	7063
7921	4	Perm274	10348
7922	5	Perm274	11749
7923	6	Perm274	12806
7924	7	Perm274	15414
7925	8	Perm274	16562
7926	9	Perm274	17695
7927	10	Perm274	19703
7928	11	Perm274	20666
7929	12	Perm274	21379
7930	13	Perm274	22253
7931	14	Perm274	22974
7932	15	Perm274	24499
7933	16	Perm274	25147
7934	17	Perm274	26766
7935	18	Perm274	27564
7936	19	Perm274	28127
7937	20	Perm274	28515
7938	21	Perm274	28884
7939	22	Perm274	29379
7940	23	Perm274	29654
7941	24	Perm274	30121
7942	25	Perm274	30270
7943	26	Perm274	30449
7944	27	Perm274	30885
7945	28	Perm274	30920
7946	29	Perm274	30970
7947	1	Perm275	4572
7948	2	Perm275	7148
7949	3	Perm275	9215
7950	4	Perm275	11821
7951	5	Perm275	13802
7952	6	Perm275	15153
7953	7	Perm275	16207
7954	8	Perm275	17096
7955	9	Perm275	17874
7956	10	Perm275	20001
7957	11	Perm275	21112
7958	12	Perm275	22047
7959	13	Perm275	23052
7960	14	Perm275	23783
7961	15	Perm275	24669
7962	16	Perm275	25350
7963	17	Perm275	25922
7964	18	Perm275	26471
7965	19	Perm275	26768
7966	20	Perm275	27071
7967	21	Perm275	27836
7968	22	Perm275	28250
7969	23	Perm275	28763
7970	24	Perm275	29287
7971	25	Perm275	29312
7972	26	Perm275	29826
7973	27	Perm275	29974
7974	28	Perm275	30847
7975	29	Perm275	30970
7976	1	Perm276	3075
7977	2	Perm276	7218
7978	3	Perm276	10530
7979	4	Perm276	12691
7980	5	Perm276	14000
7981	6	Perm276	15090
7982	7	Perm276	15984
7983	8	Perm276	16913
7984	9	Perm276	17808
7985	10	Perm276	20786
7986	11	Perm276	21720
7987	12	Perm276	23091
7988	13	Perm276	23732
7989	14	Perm276	25240
7990	15	Perm276	25877
7991	16	Perm276	26353
7992	17	Perm276	26958
7993	18	Perm276	27476
7994	19	Perm276	27950
7995	20	Perm276	28366
7996	21	Perm276	28641
7997	22	Perm276	28678
7998	23	Perm276	29562
7999	24	Perm276	29803
8000	25	Perm276	30010
8001	26	Perm276	30297
8002	27	Perm276	30509
8003	28	Perm276	30781
8004	29	Perm276	30970
8005	1	Perm277	3309
8006	2	Perm277	7775
8007	3	Perm277	10910
8008	4	Perm277	12746
8009	5	Perm277	14344
8010	6	Perm277	16064
8011	7	Perm277	17088
8012	8	Perm277	18291
8013	9	Perm277	19470
8014	10	Perm277	20246
8015	11	Perm277	20852
8016	12	Perm277	21885
8017	13	Perm277	22314
8018	14	Perm277	23224
8019	15	Perm277	24014
8020	16	Perm277	24528
8021	17	Perm277	25288
8022	18	Perm277	25931
8023	19	Perm277	26134
8024	20	Perm277	26231
8025	21	Perm277	26792
8026	22	Perm277	27121
8027	23	Perm277	27363
8028	24	Perm277	28120
8029	25	Perm277	28717
8030	26	Perm277	29186
8031	27	Perm277	29601
8032	28	Perm277	30098
8033	29	Perm277	30970
8034	1	Perm278	2908
8035	2	Perm278	5048
8036	3	Perm278	6227
8037	4	Perm278	10280
8038	5	Perm278	11655
8039	6	Perm278	13062
8040	7	Perm278	16041
8041	8	Perm278	17163
8042	9	Perm278	19318
8043	10	Perm278	20316
8044	11	Perm278	21167
8045	12	Perm278	21906
8046	13	Perm278	23245
8047	14	Perm278	24409
8048	15	Perm278	25272
8049	16	Perm278	25787
8050	17	Perm278	26368
8051	18	Perm278	27089
8052	19	Perm278	27292
8053	20	Perm278	27617
8054	21	Perm278	27920
8055	22	Perm278	28325
8056	23	Perm278	28572
8057	24	Perm278	29166
8058	25	Perm278	29201
8059	26	Perm278	29708
8060	27	Perm278	30225
8061	28	Perm278	30521
8062	29	Perm278	30970
8063	1	Perm279	4692
8064	2	Perm279	7547
8065	3	Perm279	8762
8066	4	Perm279	11634
8067	5	Perm279	13284
8068	6	Perm279	14755
8069	7	Perm279	15588
8070	8	Perm279	18151
8071	9	Perm279	19258
8072	10	Perm279	20235
8073	11	Perm279	21218
8074	12	Perm279	22197
8075	13	Perm279	23001
8076	14	Perm279	23812
8077	15	Perm279	24277
8078	16	Perm279	24701
8079	17	Perm279	25430
8080	18	Perm279	26083
8081	19	Perm279	26981
8082	20	Perm279	27269
8083	21	Perm279	27634
8084	22	Perm279	28267
8085	23	Perm279	28787
8086	24	Perm279	29283
8087	25	Perm279	29612
8088	26	Perm279	29858
8089	27	Perm279	30240
8090	28	Perm279	30675
8091	29	Perm279	30970
8092	1	Perm280	5470
8093	2	Perm280	8237
8094	3	Perm280	10764
8095	4	Perm280	12662
8096	5	Perm280	13840
8097	6	Perm280	15332
8098	7	Perm280	17351
8099	8	Perm280	18341
8100	9	Perm280	19098
8101	10	Perm280	19888
8102	11	Perm280	20343
8103	12	Perm280	21730
8104	13	Perm280	22815
8105	14	Perm280	23669
8106	15	Perm280	24475
8107	16	Perm280	24798
8108	17	Perm280	25507
