Genome	Permutation	Clusters
3491	19	Perm125	1158464
3492	20	Perm125	1160535
3493	21	Perm125	1164131
3494	22	Perm125	1165877
3495	23	Perm125	1169876
3496	24	Perm125	1171398
3497	25	Perm125	1175373
3498	26	Perm125	1175729
3499	27	Perm125	1177022
3500	28	Perm125	1177920
3501	1	Perm126	508063
3502	2	Perm126	606225
3503	3	Perm126	684740
3504	4	Perm126	735317
3505	5	Perm126	788899
3506	6	Perm126	819767
3507	7	Perm126	855391
3508	8	Perm126	928025
3509	9	Perm126	941190
3510	10	Perm126	962170
3511	11	Perm126	976591
3512	12	Perm126	1054069
3513	13	Perm126	1067481
3514	14	Perm126	1076660
3515	15	Perm126	1083663
3516	16	Perm126	1087469
3517	17	Perm126	1111659
3518	18	Perm126	1114002
3519	19	Perm126	1138017
3520	20	Perm126	1147602
3521	21	Perm126	1152027
3522	22	Perm126	1154440
3523	23	Perm126	1158645
3524	24	Perm126	1163327
3525	25	Perm126	1165140
3526	26	Perm126	1173427
3527	27	Perm126	1173965
3528	28	Perm126	1177920
3529	1	Perm127	507666
3530	2	Perm127	631150
3531	3	Perm127	667246
3532	4	Perm127	778493
3533	5	Perm127	801220
3534	6	Perm127	828684
3535	7	Perm127	834204
3536	8	Perm127	882081
3537	9	Perm127	886550
3538	10	Perm127	958181
3539	11	Perm127	991414
3540	12	Perm127	993407
3541	13	Perm127	1014032
3542	14	Perm127	1016495
3543	15	Perm127	1032108
3544	16	Perm127	1035357
3545	17	Perm127	1049167
3546	18	Perm127	1118456
3547	19	Perm127	1120559
3548	20	Perm127	1127507
3549	21	Perm127	1131538
3550	22	Perm127	1141398
3551	23	Perm127	1149801
3552	24	Perm127	1151084
3553	25	Perm127	1157699
3554	26	Perm127	1162569
3555	27	Perm127	1172381
3556	28	Perm127	1177920
3557	1	Perm128	510139
3558	2	Perm128	669918
3559	3	Perm128	710813
3560	4	Perm128	805177
3561	5	Perm128	846927
3562	6	Perm128	883137
3563	7	Perm128	908960
3564	8	Perm128	952078
3565	9	Perm128	965445
3566	10	Perm128	987437
3567	11	Perm128	994785
3568	12	Perm128	1012452
3569	13	Perm128	1021827
3570	14	Perm128	1027903
3571	15	Perm128	1032649
3572	16	Perm128	1045649
3573	17	Perm128	1050504
3574	18	Perm128	1064767
3575	19	Perm128	1074252
3576	20	Perm128	1081509
3577	21	Perm128	1088949
3578	22	Perm128	1097058
3579	23	Perm128	1099432
3580	24	Perm128	1100722
3581	25	Perm128	1104492
3582	26	Perm128	1170687
3583	27	Perm128	1172381
3584	28	Perm128	1177920
3585	1	Perm129	285642
3586	2	Perm129	415341
3587	3	Perm129	506714
3588	4	Perm129	717431
3589	5	Perm129	778139
3590	6	Perm129	819955
3591	7	Perm129	842893
3592	8	Perm129	871221
3593	9	Perm129	887574
3594	10	Perm129	899901
3595	11	Perm129	983258
3596	12	Perm129	999323
3597	13	Perm129	1028923
3598	14	Perm129	1035940
3599	15	Perm129	1040745
3600	16	Perm129	1046948
3601	17	Perm129	1063899
3602	18	Perm129	1065520
3603	19	Perm129	1067996
3604	20	Perm129	1119115
3605	21	Perm129	1132403
3606	22	Perm129	1140240
3607	23	Perm129	1141559
3608	24	Perm129	1149904
3609	25	Perm129	1156340
3610	26	Perm129	1162760
3611	27	Perm129	1164727
3612	28	Perm129	1177920
3613	1	Perm130	288880
3614	2	Perm130	618502
3615	3	Perm130	680199
3616	4	Perm130	748337
3617	5	Perm130	785620
3618	6	Perm130	810920
3619	7	Perm130	829240
3620	8	Perm130	846516
3621	9	Perm130	924192
3622	10	Perm130	945935
3623	11	Perm130	965775
3624	12	Perm130	977887
3625	13	Perm130	1056609
3626	14	Perm130	1067975
3627	15	Perm130	1075890
3628	16	Perm130	1098978
3629	17	Perm130	1104627
3630	18	Perm130	1114946
3631	19	Perm130	1119421
3632	20	Perm130	1124113
3633	21	Perm130	1148503
3634	22	Perm130	1150830
3635	23	Perm130	1152542
3636	24	Perm130	1161076
3637	25	Perm130	1166841
3638	26	Perm130	1168775
3639	27	Perm130	1169818
3640	28	Perm130	1177920
3641	1	Perm131	506075
3642	2	Perm131	624665
3643	3	Perm131	743354
3644	4	Perm131	795342
3645	5	Perm131	833404
3646	6	Perm131	870718
3647	7	Perm131	895956
3648	8	Perm131	961623
3649	9	Perm131	977662
3650	10	Perm131	993906
3651	11	Perm131	1010706
3652	12	Perm131	1084033
3653	13	Perm131	1097663
3654	14	Perm131	1108146
3655	15	Perm131	1120488
3656	16	Perm131	1129691
3657	17	Perm131	1135546
3658	18	Perm131	1144135
3659	19	Perm131	1146658
3660	20	Perm131	1151285
3661	21	Perm131	1152751
3662	22	Perm131	1159789
3663	23	Perm131	1160161
3664	24	Perm131	1161164
3665	25	Perm131	1161705
3666	26	Perm131	1166172
3667	27	Perm131	1173034
3668	28	Perm131	1177920
3669	1	Perm132	507064
3670	2	Perm132	664509
3671	3	Perm132	725434
3672	4	Perm132	765376
3673	5	Perm132	817463
3674	6	Perm132	859840
3675	7	Perm132	884385
3676	8	Perm132	907500
3677	9	Perm132	921998
3678	10	Perm132	937505
3679	11	Perm132	951989
3680	12	Perm132	962481
3681	13	Perm132	974818
3682	14	Perm132	1025407
3683	15	Perm132	1030613
3684	16	Perm132	1039797
3685	17	Perm132	1046568
3686	18	Perm132	1118241
3687	19	Perm132	1142926
3688	20	Perm132	1146346
3689	21	Perm132	1154182
3690	22	Perm132	1158923
3691	23	Perm132	1162235
3692	24	Perm132	1166303
3693	25	Perm132	1171876
3694	26	Perm132	1173401
3695	27	Perm132	1177187
3696	28	Perm132	1177920
3697	1	Perm133	288880
3698	2	Perm133	620263
3699	3	Perm133	693844
3700	4	Perm133	742124
3701	5	Perm133	786977
3702	6	Perm133	888861
3703	7	Perm133	920083
3704	8	Perm133	936150
3705	9	Perm133	960592
3706	10	Perm133	973794
3707	11	Perm133	988644
3708	12	Perm133	1026213
3709	13	Perm133	1044542
3710	14	Perm133	1051751
3711	15	Perm133	1062301
3712	16	Perm133	1109251
3713	17	Perm133	1114867
3714	18	Perm133	1119338
3715	19	Perm133	1127229
3716	20	Perm133	1129556
3717	21	Perm133	1137427
3718	22	Perm133	1138484
3719	23	Perm133	1161104
3720	24	Perm133	1162808
3721	25	Perm133	1163168
3722	26	Perm133	1167430
3723	27	Perm133	1173034
3724	28	Perm133	1177920
3725	1	Perm134	297535
3726	2	Perm134	616770
3727	3	Perm134	754142
3728	4	Perm134	809043
3729	5	Perm134	846768
3730	6	Perm134	869514
3731	7	Perm134	883049
3732	8	Perm134	928827
3733	9	Perm134	952048
3734	10	Perm134	979212
3735	11	Perm134	1042505
3736	12	Perm134	1051118
3737	13	Perm134	1061635
3738	14	Perm134	1071814
3739	15	Perm134	1094212
3740	16	Perm134	1094669
3741	17	Perm134	1106723
3742	18	Perm134	1117802
3743	19	Perm134	1126006
3744	20	Perm134	1128403
3745	21	Perm134	1129796
3746	22	Perm134	1153335
3747	23	Perm134	1159543
3748	24	Perm134	1160378
3749	25	Perm134	1162088
3750	26	Perm134	1168380
3751	27	Perm134	1171946
3752	28	Perm134	1177920
3753	1	Perm135	510234
3754	2	Perm135	626487
3755	3	Perm135	680643
3756	4	Perm135	762140
3757	5	Perm135	792708
3758	6	Perm135	839041
3759	7	Perm135	929026
3760	8	Perm135	962351
3761	9	Perm135	988830
3762	10	Perm135	1003448
3763	11	Perm135	1061873
3764	12	Perm135	1074673
3765	13	Perm135	1082735
3766	14	Perm135	1109355
3767	15	Perm135	1120353
3768	16	Perm135	1127928
3769	17	Perm135	1132637
3770	18	Perm135	1137925
3771	19	Perm135	1143428
3772	20	Perm135	1147609
3773	21	Perm135	1153406
3774	22	Perm135	1157626
3775	23	Perm135	1159349
3776	24	Perm135	1165649
3777	25	Perm135	1167059
3778	26	Perm135	1172868
3779	27	Perm135	1176730
3780	28	Perm135	1177920
3781	1	Perm136	531851
3782	2	Perm136	639796
3783	3	Perm136	756109
3784	4	Perm136	810112
3785	5	Perm136	856217
3786	6	Perm136	898538
3787	7	Perm136	916222
3788	8	Perm136	926735
3789	9	Perm136	957160
3790	10	Perm136	1002382
3791	11	Perm136	1022386
3792	12	Perm136	1030099
3793	13	Perm136	1040000
3794	14	Perm136	1052830
3795	15	Perm136	1062907
3796	16	Perm136	1071930
3797	17	Perm136	1078862
3798	18	Perm136	1124053
3799	19	Perm136	1127884
3800	20	Perm136	1129803
3801	21	Perm136	1137636
3802	22	Perm136	1142954
3803	23	Perm136	1145338
3804	24	Perm136	1152202
3805	25	Perm136	1153641
3806	26	Perm136	1155385
3807	27	Perm136	1176789
3808	28	Perm136	1177920
3809	1	Perm137	482891
3810	2	Perm137	569657
3811	3	Perm137	624548
3812	4	Perm137	645979
3813	5	Perm137	680274
3814	6	Perm137	707905
3815	7	Perm137	826132
3816	8	Perm137	844996
3817	9	Perm137	857238
3818	10	Perm137	870288
3819	11	Perm137	879672
3820	12	Perm137	924849
3821	13	Perm137	941828
3822	14	Perm137	964444
3823	15	Perm137	980074
3824	16	Perm137	992891
3825	17	Perm137	1002132
3826	18	Perm137	1013349
3827	19	Perm137	1039784
3828	20	Perm137	1044429
3829	21	Perm137	1054930
3830	22	Perm137	1063567
3831	23	Perm137	1066066
3832	24	Perm137	1067743
3833	25	Perm137	1109282
3834	26	Perm137	1175271
3835	27	Perm137	1176221
3836	28	Perm137	1177920
3837	1	Perm138	275253
3838	2	Perm138	414508
3839	3	Perm138	669472
3840	4	Perm138	720263
3841	5	Perm138	752029
3842	6	Perm138	779833
3843	7	Perm138	838531
3844	8	Perm138	853707
3845	9	Perm138	879579
3846	10	Perm138	907794
3847	11	Perm138	918730
3848	12	Perm138	930113
3849	13	Perm138	947083
3850	14	Perm138	982514
3851	15	Perm138	993837
3852	16	Perm138	1000368
3853	17	Perm138	1052444
3854	18	Perm138	1057473
3855	19	Perm138	1062139
3856	20	Perm138	1064122
3857	21	Perm138	1066973
3858	22	Perm138	1076486
3859	23	Perm138	1083684
3860	24	Perm138	1090198
3861	25	Perm138	1095004
3862	26	Perm138	1162950
3863	27	Perm138	1164727
3864	28	Perm138	1177920
3865	1	Perm139	274394
3866	2	Perm139	612587
3867	3	Perm139	684246
3868	4	Perm139	730703
3869	5	Perm139	766287
3870	6	Perm139	816563
3871	7	Perm139	849876
3872	8	Perm139	892810
3873	9	Perm139	914497
3874	10	Perm139	927811
3875	11	Perm139	946762
3876	12	Perm139	1007193
3877	13	Perm139	1019463
3878	14	Perm139	1093938
3879	15	Perm139	1105127
3880	16	Perm139	1113123
3881	17	Perm139	1118745
3882	18	Perm139	1127283
3883	19	Perm139	1131215
3884	20	Perm139	1147243
3885	21	Perm139	1154664
3886	22	Perm139	1162947
3887	23	Perm139	1167634
3888	24	Perm139	1170713
3889	25	Perm139	1173140
3890	26	Perm139	1174615
3891	27	Perm139	1177187
3892	28	Perm139	1177920
3893	1	Perm140	507064
3894	2	Perm140	591674
3895	3	Perm140	642095
3896	4	Perm140	677780
3897	5	Perm140	703559
3898	6	Perm140	724299
3899	7	Perm140	823529
3900	8	Perm140	894236
3901	9	Perm140	952792
3902	10	Perm140	986891
3903	11	Perm140	991781
3904	12	Perm140	997410
3905	13	Perm140	1017974
3906	14	Perm140	1027132
3907	15	Perm140	1042817
3908	16	Perm140	1052775
3909	17	Perm140	1079189
3910	18	Perm140	1089823
3911	19	Perm140	1096640
3912	20	Perm140	1099278
3913	21	Perm140	1109182
3914	22	Perm140	1118748
3915	23	Perm140	1122271
3916	24	Perm140	1129097
3917	25	Perm140	1136562
3918	26	Perm140	1137432
3919	27	Perm140	1138682
3920	28	Perm140	1177920
3921	1	Perm141	274394
3922	2	Perm141	412863
3923	3	Perm141	671446
3924	4	Perm141	711780
3925	5	Perm141	786532
3926	6	Perm141	849579
3927	7	Perm141	871790
3928	8	Perm141	909582
3929	9	Perm141	936153
3930	10	Perm141	951751
3931	11	Perm141	964014
3932	12	Perm141	972116
3933	13	Perm141	1026792
3934	14	Perm141	1034909
3935	15	Perm141	1045236
3936	16	Perm141	1114887
3937	17	Perm141	1118528
3938	18	Perm141	1128845
3939	19	Perm141	1133947
3940	20	Perm141	1141424
3941	21	Perm141	1150908
3942	22	Perm141	1151296
3943	23	Perm141	1152354
3944	24	Perm141	1153099
3945	25	Perm141	1158573
3946	26	Perm141	1162831
3947	27	Perm141	1171510
3948	28	Perm141	1177920
3949	1	Perm142	502859
3950	2	Perm142	595589
3951	3	Perm142	693854
3952	4	Perm142	738298
3953	5	Perm142	783753
3954	6	Perm142	824436
3955	7	Perm142	851397
3956	8	Perm142	873178
3957	9	Perm142	961489
3958	10	Perm142	974426
3959	11	Perm142	993148
3960	12	Perm142	1002035
3961	13	Perm142	1011969
3962	14	Perm142	1019619
3963	15	Perm142	1021989
3964	16	Perm142	1037826
3965	17	Perm142	1053228
3966	18	Perm142	1055637
3967	19	Perm142	1064429
3968	20	Perm142	1065818
3969	21	Perm142	1091248
3970	22	Perm142	1138530
3971	23	Perm142	1145312
3972	24	Perm142	1153371
3973	25	Perm142	1158396
3974	26	Perm142	1160478
3975	27	Perm142	1164727
3976	28	Perm142	1177920
3977	1	Perm143	505353
3978	2	Perm143	614568
3979	3	Perm143	674275
3980	4	Perm143	723289
3981	5	Perm143	779018
3982	6	Perm143	818739
3983	7	Perm143	843884
3984	8	Perm143	868218
3985	9	Perm143	886228
3986	10	Perm143	902140
3987	11	Perm143	919664
3988	12	Perm143	934331
3989	13	Perm143	949869
3990	14	Perm143	956275
3991	15	Perm143	1034466
3992	16	Perm143	1047350
3993	17	Perm143	1059373
3994	18	Perm143	1071804
3995	19	Perm143	1118709
3996	20	Perm143	1120828
3997	21	Perm143	1121976
3998	22	Perm143	1124571
3999	23	Perm143	1148043
4000	24	Perm143	1148480
4001	25	Perm143	1158787
4002	26	Perm143	1163446
4003	27	Perm143	1164727
4004	28	Perm143	1177920
4005	1	Perm144	377687
4006	2	Perm144	669918
4007	3	Perm144	769182
4008	4	Perm144	827809
4009	5	Perm144	860708
4010	6	Perm144	894137
4011	7	Perm144	919598
4012	8	Perm144	936144
4013	9	Perm144	951577
4014	10	Perm144	966919
4015	11	Perm144	978778
4016	12	Perm144	986345
4017	13	Perm144	1018913
4018	14	Perm144	1028605
4019	15	Perm144	1035303
4020	16	Perm144	1040077
4021	17	Perm144	1051051
4022	18	Perm144	1121620
4023	19	Perm144	1128173
4024	20	Perm144	1132107
4025	21	Perm144	1134361
4026	22	Perm144	1135646
4027	23	Perm144	1152152
4028	24	Perm144	1153910
4029	25	Perm144	1160864
4030	26	Perm144	1162569
4031	27	Perm144	1169818
4032	28	Perm144	1177920
4033	1	Perm145	274394
4034	2	Perm145	615233
4035	3	Perm145	716442
4036	4	Perm145	769382
4037	5	Perm145	813462
4038	6	Perm145	844715
4039	7	Perm145	871009
4040	8	Perm145	893286
4041	9	Perm145	916947
4042	10	Perm145	943852
4043	11	Perm145	960127
4044	12	Perm145	970856
4045	13	Perm145	980712
4046	14	Perm145	988730
4047	15	Perm145	994908
4048	16	Perm145	1005473
4049	17	Perm145	1079328
4050	18	Perm145	1082210
4051	19	Perm145	1089528
4052	20	Perm145	1092457
4053	21	Perm145	1096431
4054	22	Perm145	1098901
4055	23	Perm145	1118607
4056	24	Perm145	1120549
4057	25	Perm145	1162138
4058	26	Perm145	1170772
4059	27	Perm145	1172659
4060	28	Perm145	1177920
4061	1	Perm146	285642
4062	2	Perm146	419489
4063	3	Perm146	679064
4064	4	Perm146	746201
4065	5	Perm146	837295
4066	6	Perm146	936519
4067	7	Perm146	961561
4068	8	Perm146	987481
4069	9	Perm146	1004930
4070	10	Perm146	1022242
4071	11	Perm146	1037577
4072	12	Perm146	1050799
4073	13	Perm146	1060356
4074	14	Perm146	1071845
4075	15	Perm146	1079959
4076	16	Perm146	1082739
4077	17	Perm146	1103471
4078	18	Perm146	1111904
4079	19	Perm146	1119661
4080	20	Perm146	1124619
4081	21	Perm146	1130908
4082	22	Perm146	1140822
4083	23	Perm146	1147914
4084	24	Perm146	1169942
4085	25	Perm146	1171327
4086	26	Perm146	1174514
4087	27	Perm146	1177023
4088	28	Perm146	1177920
4089	1	Perm147	505300
4090	2	Perm147	589952
4091	3	Perm147	724389
4092	4	Perm147	806235
4093	5	Perm147	853805
4094	6	Perm147	884617
4095	7	Perm147	907333
4096	8	Perm147	932382
4097	9	Perm147	945652
4098	10	Perm147	970617
4099	11	Perm147	1005429
4100	12	Perm147	1016301
4101	13	Perm147	1035329
4102	14	Perm147	1091158
4103	15	Perm147	1111869
4104	16	Perm147	1118634
4105	17	Perm147	1125196
4106	18	Perm147	1135102
4107	19	Perm147	1139724
4108	20	Perm147	1147045
4109	21	Perm147	1148729
4110	22	Perm147	1155392
4111	23	Perm147	1162464
4112	24	Perm147	1163901
4113	25	Perm147	1170883
4114	26	Perm147	1176156
4115	27	Perm147	1177187
4116	28	Perm147	1177920
4117	1	Perm148	505300
4118	2	Perm148	595889
4119	3	Perm148	672987
4120	4	Perm148	784631
4121	5	Perm148	855280
4122	6	Perm148	894202
4123	7	Perm148	909538
4124	8	Perm148	920698
4125	9	Perm148	944742
4126	10	Perm148	948262
4127	11	Perm148	1004576
4128	12	Perm148	1030560
4129	13	Perm148	1032716
4130	14	Perm148	1055784
4131	15	Perm148	1073768
4132	16	Perm148	1076304
4133	17	Perm148	1077966
4134	18	Perm148	1086944
4135	19	Perm148	1098777
4136	20	Perm148	1144608
4137	21	Perm148	1153398
4138	22	Perm148	1159332
4139	23	Perm148	1166092
4140	24	Perm148	1167398
4141	25	Perm148	1167755
4142	26	Perm148	1172023
4143	27	Perm148	1172963
4144	28	Perm148	1177920
4145	1	Perm149	275253
4146	2	Perm149	443088
4147	3	Perm149	685911
4148	4	Perm149	731908
4149	5	Perm149	795711
4150	6	Perm149	830211
4151	7	Perm149	854825
4152	8	Perm149	878785
4153	9	Perm149	895398
4154	10	Perm149	906275
4155	11	Perm149	943309
4156	12	Perm149	962695
4157	13	Perm149	974826
4158	14	Perm149	989096
4159	15	Perm149	994517
4160	16	Perm149	1047129
4161	17	Perm149	1055759
4162	18	Perm149	1060167
4163	19	Perm149	1130327
4164	20	Perm149	1136170
4165	21	Perm149	1143934
4166	22	Perm149	1158953
4167	23	Perm149	1161106
4168	24	Perm149	1164966
4169	25	Perm149	1168746
4170	26	Perm149	1170953
4171	27	Perm149	1176221
4172	28	Perm149	1177920
4173	1	Perm150	506075
4174	2	Perm150	626487
4175	3	Perm150	745715
4176	4	Perm150	795236
4177	5	Perm150	845518
4178	6	Perm150	871242
4179	7	Perm150	902819
4180	8	Perm150	913510
4181	9	Perm150	937469
4182	10	Perm150	953426
4183	11	Perm150	968477
4184	12	Perm150	974892
4185	13	Perm150	992241
4186	14	Perm150	996134
4187	15	Perm150	1048910
4188	16	Perm150	1053411
4189	17	Perm150	1061933
4190	18	Perm150	1069536
4191	19	Perm150	1137933
4192	20	Perm150	1140365
4193	21	Perm150	1148574
4194	22	Perm150	1155121
4195	23	Perm150	1159747
4196	24	Perm150	1162284
4197	25	Perm150	1162875
4198	26	Perm150	1171464
4199	27	Perm150	1176730
4200	28	Perm150	1177920
4201	1	Perm151	509380
4202	2	Perm151	634284
4203	3	Perm151	678473
4204	4	Perm151	701677
4205	5	Perm151	783450
4206	6	Perm151	878520
4207	7	Perm151	926323
4208	8	Perm151	957361
4209	9	Perm151	966861
4210	10	Perm151	988319
4211	11	Perm151	995060
4212	12	Perm151	1002212
4213	13	Perm151	1006009
4214	14	Perm151	1040544
4215	15	Perm151	1055991
4216	16	Perm151	1060302
4217	17	Perm151	1072412
4218	18	Perm151	1074617
4219	19	Perm151	1085471
4220	20	Perm151	1086736
4221	21	Perm151	1111179
4222	22	Perm151	1119096
4223	23	Perm151	1123855
4224	24	Perm151	1128615
4225	25	Perm151	1132530
4226	26	Perm151	1136920
4227	27	Perm151	1138682
4228	28	Perm151	1177920
4229	1	Perm152	507064
4230	2	Perm152	592249
4231	3	Perm152	684624
4232	4	Perm152	746017
4233	5	Perm152	780950
4234	6	Perm152	810760
4235	7	Perm152	855912
4236	8	Perm152	888771
4237	9	Perm152	902917
4238	10	Perm152	923656
4239	11	Perm152	938129
4240	12	Perm152	953253
4241	13	Perm152	967530
4242	14	Perm152	977738
4243	15	Perm152	986611
4244	16	Perm152	1016726
4245	17	Perm152	1029855
4246	18	Perm152	1100822
4247	19	Perm152	1105301
4248	20	Perm152	1107213
4249	21	Perm152	1116512
4250	22	Perm152	1121692
4251	23	Perm152	1127748
4252	24	Perm152	1129671
4253	25	Perm152	1132437
4254	26	Perm152	1137936
4255	27	Perm152	1177187
4256	28	Perm152	1177920
4257	1	Perm153	278021
4258	2	Perm153	410304
4259	3	Perm153	499104
4260	4	Perm153	721251
4261	5	Perm153	752668
4262	6	Perm153	809707
4263	7	Perm153	855189
4264	8	Perm153	886983
4265	9	Perm153	906040
4266	10	Perm153	918654
4267	11	Perm153	957154
4268	12	Perm153	971679
4269	13	Perm153	982765
4270	14	Perm153	1058547
4271	15	Perm153	1065023
4272	16	Perm153	1078442
4273	17	Perm153	1087207
4274	18	Perm153	1096217
4275	19	Perm153	1101908
4276	20	Perm153	1108083
4277	21	Perm153	1115378
4278	22	Perm153	1118031
4279	23	Perm153	1123773
4280	24	Perm153	1165262
4281	25	Perm153	1165615
4282	26	Perm153	1166156
4283	27	Perm153	1172659
4284	28	Perm153	1177920
4285	1	Perm154	505353
4286	2	Perm154	624859
4287	3	Perm154	687590
4288	4	Perm154	720862
4289	5	Perm154	747993
4290	6	Perm154	822705
4291	7	Perm154	834884
4292	8	Perm154	843993
4293	9	Perm154	931884
4294	10	Perm154	1011270
4295	11	Perm154	1017983
4296	12	Perm154	1048960
4297	13	Perm154	1070343
4298	14	Perm154	1073102
4299	15	Perm154	1077552
4300	16	Perm154	1091698
4301	17	Perm154	1107308
4302	18	Perm154	1110075
4303	19	Perm154	1120118
4304	20	Perm154	1127942
4305	21	Perm154	1137777
4306	22	Perm154	1153637
4307	23	Perm154	1156099
4308	24	Perm154	1159843
4309	25	Perm154	1163325
4310	26	Perm154	1169218
4311	27	Perm154	1174496
4312	28	Perm154	1177920
4313	1	Perm155	508063
4314	2	Perm155	612424
4315	3	Perm155	688507
4316	4	Perm155	747860
4317	5	Perm155	797419
4318	6	Perm155	807522
4319	7	Perm155	852366
4320	8	Perm155	853091
4321	9	Perm155	859166
4322	10	Perm155	898090
4323	11	Perm155	902493
4324	12	Perm155	906956
4325	13	Perm155	926158
4326	14	Perm155	928212
4327	15	Perm155	961330
4328	16	Perm155	979227
4329	17	Perm155	1053613
4330	18	Perm155	1078355
4331	19	Perm155	1090801
4332	20	Perm155	1101304
4333	21	Perm155	1110150
4334	22	Perm155	1114997
4335	23	Perm155	1120238
4336	24	Perm155	1163005
4337	25	Perm155	1164358
4338	26	Perm155	1170597
4339	27	Perm155	1171510
4340	28	Perm155	1177920
4341	1	Perm156	284929
4342	2	Perm156	439036
4343	3	Perm156	526815
4344	4	Perm156	728636
4345	5	Perm156	763188
4346	6	Perm156	811403
4347	7	Perm156	884853
4348	8	Perm156	977521
4349	9	Perm156	1019528
4350	10	Perm156	1033176
4351	11	Perm156	1067201
4352	12	Perm156	1089638
4353	13	Perm156	1092826
4354	14	Perm156	1097272
4355	15	Perm156	1100357
4356	16	Perm156	1111543
4357	17	Perm156	1120237
4358	18	Perm156	1120652
4359	19	Perm156	1128587
4360	20	Perm156	1131682
4361	21	Perm156	1133560
4362	22	Perm156	1135198
4363	23	Perm156	1136650
4364	24	Perm156	1159967
4365	25	Perm156	1165925
4366	26	Perm156	1170626
4367	27	Perm156	1174058
4368	28	Perm156	1177920
4369	1	Perm157	511969
4370	2	Perm157	597566
4371	3	Perm157	698578
4372	4	Perm157	756969
4373	5	Perm157	852235
4374	6	Perm157	883868
4375	7	Perm157	907027
4376	8	Perm157	930590
4377	9	Perm157	953105
4378	10	Perm157	969560
4379	11	Perm157	985460
4380	12	Perm157	996841
4381	13	Perm157	1005439
4382	14	Perm157	1013470
4383	15	Perm157	1034983
4384	16	Perm157	1067632
4385	17	Perm157	1138037
4386	18	Perm157	1145671
4387	19	Perm157	1151674
4388	20	Perm157	1154588
4389	21	Perm157	1160718
4390	22	Perm157	1161090
4391	23	Perm157	1165836
4392	24	Perm157	1168291
4393	25	Perm157	1172183
4394	26	Perm157	1173110
4395	27	Perm157	1176725
4396	28	Perm157	1177920
4397	1	Perm158	482891
4398	2	Perm158	571314
4399	3	Perm158	725793
4400	4	Perm158	784958
4401	5	Perm158	820314
4402	6	Perm158	834645
4403	7	Perm158	865349
4404	8	Perm158	891378
4405	9	Perm158	916867
4406	10	Perm158	928707
4407	11	Perm158	937956
4408	12	Perm158	946090
4409	13	Perm158	979207
4410	14	Perm158	994186
4411	15	Perm158	1001157
4412	16	Perm158	1002930
4413	17	Perm158	1006141
4414	18	Perm158	1017647
4415	19	Perm158	1020649
4416	20	Perm158	1030231
4417	21	Perm158	1078995
4418	22	Perm158	1086459
4419	23	Perm158	1094927
4420	24	Perm158	1096373
4421	25	Perm158	1097151
4422	26	Perm158	1105887
4423	27	Perm158	1112148
4424	28	Perm158	1177920
4425	1	Perm159	510234
4426	2	Perm159	670076
4427	3	Perm159	731322
4428	4	Perm159	767722
4429	5	Perm159	792525
4430	6	Perm159	817792
4431	7	Perm159	884314
4432	8	Perm159	919098
4433	9	Perm159	952513
4434	10	Perm159	960070
4435	11	Perm159	981817
4436	12	Perm159	988615
4437	13	Perm159	1012130
4438	14	Perm159	1017137
4439	15	Perm159	1034061
4440	16	Perm159	1088466
4441	17	Perm159	1091538
4442	18	Perm159	1117168
4443	19	Perm159	1135973
4444	20	Perm159	1137953
4445	21	Perm159	1141730
4446	22	Perm159	1148979
4447	23	Perm159	1156413
4448	24	Perm159	1159006
4449	25	Perm159	1160220
4450	26	Perm159	1166668
4451	27	Perm159	1173564
4452	28	Perm159	1177920
4453	1	Perm160	510139
4454	2	Perm160	596124
4455	3	Perm160	673257
4456	4	Perm160	718197
4457	5	Perm160	782230
4458	6	Perm160	810569
4459	7	Perm160	877008
4460	8	Perm160	902739
4461	9	Perm160	923246
4462	10	Perm160	938709
4463	11	Perm160	952027
4464	12	Perm160	966825
4465	13	Perm160	975955
4466	14	Perm160	987169
4467	15	Perm160	996257
4468	16	Perm160	1002045
4469	17	Perm160	1012137
4470	18	Perm160	1020506
4471	19	Perm160	1047869
4472	20	Perm160	1053067
4473	21	Perm160	1060310
4474	22	Perm160	1063789
4475	23	Perm160	1132370
4476	24	Perm160	1133635
4477	25	Perm160	1135205
4478	26	Perm160	1137534
4479	27	Perm160	1138682
4480	28	Perm160	1177920
4481	1	Perm161	512270
4482	2	Perm161	593403
4483	3	Perm161	655851
4484	4	Perm161	702906
4485	5	Perm161	780582
4486	6	Perm161	801041
4487	7	Perm161	848856
4488	8	Perm161	879006
4489	9	Perm161	891391
4490	10	Perm161	913070
4491	11	Perm161	918056
4492	12	Perm161	921449
4493	13	Perm161	940738
4494	14	Perm161	944722
4495	15	Perm161	946923
4496	16	Perm161	1007009
4497	17	Perm161	1020950
4498	18	Perm161	1028128
4499	19	Perm161	1032064
4500	20	Perm161	1104323
4501	21	Perm161	1125313
4502	22	Perm161	1126979
4503	23	Perm161	1134570
4504	24	Perm161	1145357
4505	25	Perm161	1167127
4506	26	Perm161	1168033
4507	27	Perm161	1172381
4508	28	Perm161	1177920
4509	1	Perm162	505300
4510	2	Perm162	612403
4511	3	Perm162	750677
4512	4	Perm162	804476
4513	5	Perm162	853314
4514	6	Perm162	885993
4515	7	Perm162	914085
4516	8	Perm162	952127
4517	9	Perm162	981383
4518	10	Perm162	991508
4519	11	Perm162	1055239
4520	12	Perm162	1088155
