Genome	Permutation	Clusters
14279	11	Perm493	25880
14280	12	Perm493	26219
14281	13	Perm493	26569
14282	14	Perm493	26792
14283	15	Perm493	27012
14284	16	Perm493	27368
14285	17	Perm493	27582
14286	18	Perm493	27804
14287	19	Perm493	28019
14288	20	Perm493	28194
14289	21	Perm493	28332
14290	22	Perm493	28517
14291	23	Perm493	29214
14292	24	Perm493	29317
14293	25	Perm493	29454
14294	26	Perm493	29579
14295	27	Perm493	29671
14296	28	Perm493	29779
14297	29	Perm493	29897
14298	1	Perm494	16047
14299	2	Perm494	19081
14300	3	Perm494	20816
14301	4	Perm494	21820
14302	5	Perm494	22631
14303	6	Perm494	23284
14304	7	Perm494	23899
14305	8	Perm494	24397
14306	9	Perm494	24833
14307	10	Perm494	25091
14308	11	Perm494	25353
14309	12	Perm494	25562
14310	13	Perm494	25895
14311	14	Perm494	26069
14312	15	Perm494	26341
14313	16	Perm494	26588
14314	17	Perm494	26752
14315	18	Perm494	27047
14316	19	Perm494	27248
14317	20	Perm494	27395
14318	21	Perm494	28493
14319	22	Perm494	28619
14320	23	Perm494	28738
14321	24	Perm494	28868
14322	25	Perm494	29025
14323	26	Perm494	29119
14324	27	Perm494	29217
14325	28	Perm494	29289
14326	29	Perm494	29897
14327	1	Perm495	15951
14328	2	Perm495	18323
14329	3	Perm495	19985
14330	4	Perm495	20950
14331	5	Perm495	22353
14332	6	Perm495	22785
14333	7	Perm495	23219
14334	8	Perm495	24016
14335	9	Perm495	24262
14336	10	Perm495	24770
14337	11	Perm495	25025
14338	12	Perm495	26292
14339	13	Perm495	26613
14340	14	Perm495	26930
14341	15	Perm495	27209
14342	16	Perm495	27579
14343	17	Perm495	28223
14344	18	Perm495	28483
14345	19	Perm495	28637
14346	20	Perm495	28819
14347	21	Perm495	28968
14348	22	Perm495	29127
14349	23	Perm495	29250
14350	24	Perm495	29368
14351	25	Perm495	29450
14352	26	Perm495	29522
14353	27	Perm495	29669
14354	28	Perm495	29780
14355	29	Perm495	29897
14356	1	Perm496	16293
14357	2	Perm496	19257
14358	3	Perm496	21070
14359	4	Perm496	22115
14360	5	Perm496	23190
14361	6	Perm496	23845
14362	7	Perm496	24364
14363	8	Perm496	24785
14364	9	Perm496	25052
14365	10	Perm496	25598
14366	11	Perm496	25938
14367	12	Perm496	26742
14368	13	Perm496	27129
14369	14	Perm496	27342
14370	15	Perm496	27599
14371	16	Perm496	27782
14372	17	Perm496	28050
14373	18	Perm496	28208
14374	19	Perm496	28418
14375	20	Perm496	28572
14376	21	Perm496	28686
14377	22	Perm496	28877
14378	23	Perm496	29019
14379	24	Perm496	29111
14380	25	Perm496	29216
14381	26	Perm496	29377
14382	27	Perm496	29626
14383	28	Perm496	29735
14384	29	Perm496	29897
14385	1	Perm497	16160
14386	2	Perm497	18629
14387	3	Perm497	20613
14388	4	Perm497	21540
14389	5	Perm497	22443
14390	6	Perm497	23109
14391	7	Perm497	23696
14392	8	Perm497	24066
14393	9	Perm497	25283
14394	10	Perm497	25520
14395	11	Perm497	25969
14396	12	Perm497	26193
14397	13	Perm497	26622
14398	14	Perm497	26945
14399	15	Perm497	27066
14400	16	Perm497	27304
14401	17	Perm497	27599
14402	18	Perm497	27801
14403	19	Perm497	27934
14404	20	Perm497	28652
14405	21	Perm497	28788
14406	22	Perm497	28982
14407	23	Perm497	29156
14408	24	Perm497	29274
14409	25	Perm497	29449
14410	26	Perm497	29535
14411	27	Perm497	29678
14412	28	Perm497	29791
14413	29	Perm497	29897
14414	1	Perm498	15418
14415	2	Perm498	18921
14416	3	Perm498	19932
14417	4	Perm498	21191
14418	5	Perm498	22127
14419	6	Perm498	23010
14420	7	Perm498	23521
14421	8	Perm498	23993
14422	9	Perm498	24445
14423	10	Perm498	25759
14424	11	Perm498	26119
14425	12	Perm498	26423
14426	13	Perm498	26676
14427	14	Perm498	26888
14428	15	Perm498	27072
14429	16	Perm498	27426
14430	17	Perm498	27650
14431	18	Perm498	28301
14432	19	Perm498	28472
14433	20	Perm498	28656
14434	21	Perm498	28847
14435	22	Perm498	28927
14436	23	Perm498	29035
14437	24	Perm498	29328
14438	25	Perm498	29485
14439	26	Perm498	29609
14440	27	Perm498	29696
14441	28	Perm498	29802
14442	29	Perm498	29897
14443	1	Perm499	15966
14444	2	Perm499	17865
14445	3	Perm499	20186
14446	4	Perm499	21386
14447	5	Perm499	23002
14448	6	Perm499	23622
14449	7	Perm499	24349
14450	8	Perm499	25002
14451	9	Perm499	25348
14452	10	Perm499	25742
14453	11	Perm499	26215
14454	12	Perm499	26588
14455	13	Perm499	26952
14456	14	Perm499	27230
14457	15	Perm499	27445
14458	16	Perm499	27635
14459	17	Perm499	27747
14460	18	Perm499	27940
14461	19	Perm499	28054
14462	20	Perm499	28302
14463	21	Perm499	28405
14464	22	Perm499	28594
14465	23	Perm499	28723
14466	24	Perm499	28864
14467	25	Perm499	28979
14468	26	Perm499	29107
14469	27	Perm499	29718
14470	28	Perm499	29812
14471	29	Perm499	29897
14472	1	Perm500	16157
14473	2	Perm500	18376
14474	3	Perm500	20631
14475	4	Perm500	21296
14476	5	Perm500	22956
14477	6	Perm500	23590
14478	7	Perm500	24397
14479	8	Perm500	24706
14480	9	Perm500	25260
14481	10	Perm500	25502
14482	11	Perm500	25899
14483	12	Perm500	26314
14484	13	Perm500	26666
14485	14	Perm500	26853
14486	15	Perm500	27251
14487	16	Perm500	27469
14488	17	Perm500	27632
14489	18	Perm500	27868
14490	19	Perm500	27993
14491	20	Perm500	28175
14492	21	Perm500	28372
14493	22	Perm500	28546
14494	23	Perm500	28728
14495	24	Perm500	28848
14496	25	Perm500	28949
14497	26	Perm500	29075
14498	27	Perm500	29184
14499	28	Perm500	29289
14500	29	Perm500	29897
14501	1	Perm501	16040
14502	2	Perm501	18208
14503	3	Perm501	20366
14504	4	Perm501	22222
14505	5	Perm501	23068
14506	6	Perm501	23491
14507	7	Perm501	24364
14508	8	Perm501	24680
14509	9	Perm501	25099
14510	10	Perm501	25652
14511	11	Perm501	26040
14512	12	Perm501	26356
14513	13	Perm501	26637
14514	14	Perm501	26912
14515	15	Perm501	27102
14516	16	Perm501	27434
14517	17	Perm501	27611
14518	18	Perm501	27926
14519	19	Perm501	28118
14520	20	Perm501	28252
14521	21	Perm501	28382
14522	22	Perm501	28532
14523	23	Perm501	29158
14524	24	Perm501	29256
14525	25	Perm501	29500
14526	26	Perm501	29611
14527	27	Perm501	29719
14528	28	Perm501	29812
14529	29	Perm501	29897
14530	1	Perm502	16293
14531	2	Perm502	19216
14532	3	Perm502	20439
14533	4	Perm502	21662
14534	5	Perm502	22411
14535	6	Perm502	23093
14536	7	Perm502	23676
14537	8	Perm502	24235
14538	9	Perm502	25460
14539	10	Perm502	26277
14540	11	Perm502	26605
14541	12	Perm502	26930
14542	13	Perm502	27305
14543	14	Perm502	27557
14544	15	Perm502	27795
14545	16	Perm502	27954
14546	17	Perm502	28129
14547	18	Perm502	28323
14548	19	Perm502	28534
14549	20	Perm502	28841
14550	21	Perm502	28998
14551	22	Perm502	29103
14552	23	Perm502	29248
14553	24	Perm502	29357
14554	25	Perm502	29499
14555	26	Perm502	29619
14556	27	Perm502	29742
14557	28	Perm502	29812
14558	29	Perm502	29897
14559	1	Perm503	16210
14560	2	Perm503	18396
14561	3	Perm503	20190
14562	4	Perm503	21663
14563	5	Perm503	22707
14564	6	Perm503	23189
14565	7	Perm503	23770
14566	8	Perm503	24198
14567	9	Perm503	24649
14568	10	Perm503	25832
14569	11	Perm503	26147
14570	12	Perm503	26417
14571	13	Perm503	26741
14572	14	Perm503	26941
14573	15	Perm503	27232
14574	16	Perm503	27449
14575	17	Perm503	27779
14576	18	Perm503	27911
14577	19	Perm503	28064
14578	20	Perm503	28174
14579	21	Perm503	28280
14580	22	Perm503	28396
14581	23	Perm503	28555
14582	24	Perm503	29244
14583	25	Perm503	29418
14584	26	Perm503	29560
14585	27	Perm503	29700
14586	28	Perm503	29804
14587	29	Perm503	29897
14588	1	Perm504	16143
14589	2	Perm504	18647
14590	3	Perm504	20733
14591	4	Perm504	21786
14592	5	Perm504	22592
14593	6	Perm504	23243
14594	7	Perm504	23941
14595	8	Perm504	24353
14596	9	Perm504	24822
14597	10	Perm504	25102
14598	11	Perm504	25459
14599	12	Perm504	25831
14600	13	Perm504	26116
14601	14	Perm504	26340
14602	15	Perm504	27497
14603	16	Perm504	28148
14604	17	Perm504	28335
14605	18	Perm504	28469
14606	19	Perm504	28645
14607	20	Perm504	28799
14608	21	Perm504	28909
14609	22	Perm504	29056
14610	23	Perm504	29208
14611	24	Perm504	29338
14612	25	Perm504	29436
14613	26	Perm504	29531
14614	27	Perm504	29661
14615	28	Perm504	29768
14616	29	Perm504	29897
14617	1	Perm505	16260
14618	2	Perm505	19199
14619	3	Perm505	20688
14620	4	Perm505	21840
14621	5	Perm505	22621
14622	6	Perm505	23118
14623	7	Perm505	24516
14624	8	Perm505	24920
14625	9	Perm505	25349
14626	10	Perm505	25792
14627	11	Perm505	26122
14628	12	Perm505	26420
14629	13	Perm505	26825
14630	14	Perm505	26996
14631	15	Perm505	27670
14632	16	Perm505	28013
14633	17	Perm505	28327
14634	18	Perm505	28514
14635	19	Perm505	28638
14636	20	Perm505	28775
14637	21	Perm505	28934
14638	22	Perm505	29080
14639	23	Perm505	29225
14640	24	Perm505	29332
14641	25	Perm505	29441
14642	26	Perm505	29612
14643	27	Perm505	29701
14644	28	Perm505	29793
14645	29	Perm505	29897
14646	1	Perm506	16272
14647	2	Perm506	19121
14648	3	Perm506	20944
14649	4	Perm506	21943
14650	5	Perm506	22925
14651	6	Perm506	23785
14652	7	Perm506	24558
14653	8	Perm506	25149
14654	9	Perm506	26013
14655	10	Perm506	26323
14656	11	Perm506	26626
14657	12	Perm506	26921
14658	13	Perm506	27270
14659	14	Perm506	27541
14660	15	Perm506	27769
14661	16	Perm506	28008
14662	17	Perm506	28158
14663	18	Perm506	28399
14664	19	Perm506	28605
14665	20	Perm506	28903
14666	21	Perm506	29018
14667	22	Perm506	29149
14668	23	Perm506	29257
14669	24	Perm506	29398
14670	25	Perm506	29501
14671	26	Perm506	29611
14672	27	Perm506	29700
14673	28	Perm506	29808
14674	29	Perm506	29897
14675	1	Perm507	12563
14676	2	Perm507	18662
14677	3	Perm507	21120
14678	4	Perm507	22291
14679	5	Perm507	23226
14680	6	Perm507	23870
14681	7	Perm507	24574
14682	8	Perm507	25118
14683	9	Perm507	25398
14684	10	Perm507	25670
14685	11	Perm507	26061
14686	12	Perm507	26276
14687	13	Perm507	26551
14688	14	Perm507	26842
14689	15	Perm507	27025
14690	16	Perm507	27773
14691	17	Perm507	27918
14692	18	Perm507	28112
14693	19	Perm507	28323
14694	20	Perm507	28647
14695	21	Perm507	28943
14696	22	Perm507	29090
14697	23	Perm507	29219
14698	24	Perm507	29381
14699	25	Perm507	29500
14700	26	Perm507	29593
14701	27	Perm507	29703
14702	28	Perm507	29799
14703	29	Perm507	29897
14704	1	Perm508	16294
14705	2	Perm508	19293
14706	3	Perm508	20691
14707	4	Perm508	21294
14708	5	Perm508	22226
14709	6	Perm508	23058
14710	7	Perm508	23507
14711	8	Perm508	24046
14712	9	Perm508	24358
14713	10	Perm508	24689
14714	11	Perm508	25178
14715	12	Perm508	26327
14716	13	Perm508	26555
14717	14	Perm508	26810
14718	15	Perm508	27210
14719	16	Perm508	27468
14720	17	Perm508	27668
14721	18	Perm508	27844
14722	19	Perm508	28048
14723	20	Perm508	28214
14724	21	Perm508	28914
14725	22	Perm508	29077
14726	23	Perm508	29239
14727	24	Perm508	29340
14728	25	Perm508	29487
14729	26	Perm508	29591
14730	27	Perm508	29722
14731	28	Perm508	29812
14732	29	Perm508	29897
14733	1	Perm509	16294
14734	2	Perm509	19125
14735	3	Perm509	20466
14736	4	Perm509	21480
14737	5	Perm509	22430
14738	6	Perm509	23141
14739	7	Perm509	23761
14740	8	Perm509	24229
14741	9	Perm509	24628
14742	10	Perm509	24892
14743	11	Perm509	26162
14744	12	Perm509	26414
14745	13	Perm509	26620
14746	14	Perm509	26927
14747	15	Perm509	27121
14748	16	Perm509	27323
14749	17	Perm509	27972
14750	18	Perm509	28152
14751	19	Perm509	28371
14752	20	Perm509	28676
14753	21	Perm509	28819
14754	22	Perm509	28976
14755	23	Perm509	29097
14756	24	Perm509	29215
14757	25	Perm509	29332
14758	26	Perm509	29602
14759	27	Perm509	29681
14760	28	Perm509	29812
14761	29	Perm509	29897
14762	1	Perm510	16047
14763	2	Perm510	18617
14764	3	Perm510	20647
14765	4	Perm510	21758
14766	5	Perm510	22382
14767	6	Perm510	23096
14768	7	Perm510	23706
14769	8	Perm510	24080
14770	9	Perm510	24633
14771	10	Perm510	25086
14772	11	Perm510	25428
14773	12	Perm510	25669
14774	13	Perm510	25914
14775	14	Perm510	26153
14776	15	Perm510	27303
14777	16	Perm510	27520
14778	17	Perm510	27772
14779	18	Perm510	27905
14780	19	Perm510	28012
14781	20	Perm510	28155
14782	21	Perm510	28349
14783	22	Perm510	28465
14784	23	Perm510	28594
14785	24	Perm510	28869
14786	25	Perm510	29000
14787	26	Perm510	29610
14788	27	Perm510	29719
14789	28	Perm510	29813
14790	29	Perm510	29897
14791	1	Perm511	16260
14792	2	Perm511	19323
14793	3	Perm511	20641
14794	4	Perm511	21834
14795	5	Perm511	22516
14796	6	Perm511	23151
14797	7	Perm511	23626
14798	8	Perm511	24102
14799	9	Perm511	24426
14800	10	Perm511	24920
14801	11	Perm511	25153
14802	12	Perm511	25569
14803	13	Perm511	25797
14804	14	Perm511	26088
14805	15	Perm511	26311
14806	16	Perm511	26490
14807	17	Perm511	26694
14808	18	Perm511	26887
14809	19	Perm511	27021
14810	20	Perm511	27186
14811	21	Perm511	27323
14812	22	Perm511	27609
14813	23	Perm511	27779
14814	24	Perm511	27899
14815	25	Perm511	28038
14816	26	Perm511	28133
14817	27	Perm511	29184
14818	28	Perm511	29289
14819	29	Perm511	29897
14820	1	Perm512	15935
14821	2	Perm512	18098
14822	3	Perm512	20413
14823	4	Perm512	21499
14824	5	Perm512	22178
14825	6	Perm512	23628
14826	7	Perm512	24394
14827	8	Perm512	24731
14828	9	Perm512	25295
14829	10	Perm512	25711
14830	11	Perm512	25956
14831	12	Perm512	26142
14832	13	Perm512	26455
14833	14	Perm512	26704
14834	15	Perm512	26920
14835	16	Perm512	27165
14836	17	Perm512	27433
14837	18	Perm512	27644
14838	19	Perm512	27785
14839	20	Perm512	27982
14840	21	Perm512	28131
14841	22	Perm512	28399
14842	23	Perm512	28513
14843	24	Perm512	28641
14844	25	Perm512	28755
14845	26	Perm512	28846
14846	27	Perm512	29521
14847	28	Perm512	29768
14848	29	Perm512	29897
14849	1	Perm513	16136
14850	2	Perm513	19386
14851	3	Perm513	20960
14852	4	Perm513	21949
14853	5	Perm513	22692
14854	6	Perm513	23380
14855	7	Perm513	23915
14856	8	Perm513	24326
14857	9	Perm513	24807
14858	10	Perm513	25083
14859	11	Perm513	25481
14860	12	Perm513	25776
14861	13	Perm513	25970
14862	14	Perm513	26222
14863	15	Perm513	26447
14864	16	Perm513	26657
14865	17	Perm513	26845
14866	18	Perm513	26979
14867	19	Perm513	27105
14868	20	Perm513	27234
14869	21	Perm513	27348
14870	22	Perm513	28435
14871	23	Perm513	28707
14872	24	Perm513	28835
14873	25	Perm513	28987
14874	26	Perm513	29090
14875	27	Perm513	29209
14876	28	Perm513	29289
14877	29	Perm513	29897
14878	1	Perm514	16157
14879	2	Perm514	19174
14880	3	Perm514	20413
14881	4	Perm514	21527
14882	5	Perm514	22278
14883	6	Perm514	23115
14884	7	Perm514	24436
14885	8	Perm514	24984
14886	9	Perm514	25274
14887	10	Perm514	25678
14888	11	Perm514	26081
14889	12	Perm514	26369
14890	13	Perm514	26724
14891	14	Perm514	27489
14892	15	Perm514	27766
14893	16	Perm514	27932
14894	17	Perm514	28077
14895	18	Perm514	28293
14896	19	Perm514	28455
14897	20	Perm514	28683
14898	21	Perm514	28813
14899	22	Perm514	28984
14900	23	Perm514	29112
14901	24	Perm514	29242
14902	25	Perm514	29346
14903	26	Perm514	29451
14904	27	Perm514	29576
14905	28	Perm514	29809
14906	29	Perm514	29897
14907	1	Perm515	16482
14908	2	Perm515	18950
14909	3	Perm515	20570
14910	4	Perm515	21617
14911	5	Perm515	22223
14912	6	Perm515	23182
14913	7	Perm515	23780
14914	8	Perm515	24171
14915	9	Perm515	24481
14916	10	Perm515	24845
14917	11	Perm515	25221
14918	12	Perm515	25545
14919	13	Perm515	25804
14920	14	Perm515	26927
14921	15	Perm515	27261
14922	16	Perm515	27572
14923	17	Perm515	27832
14924	18	Perm515	28552
14925	19	Perm515	28696
14926	20	Perm515	28850
14927	21	Perm515	28983
14928	22	Perm515	29140
14929	23	Perm515	29259
14930	24	Perm515	29338
14931	25	Perm515	29460
14932	26	Perm515	29573
14933	27	Perm515	29682
14934	28	Perm515	29812
14935	29	Perm515	29897
14936	1	Perm516	16293
14937	2	Perm516	18877
14938	3	Perm516	20860
14939	4	Perm516	21926
14940	5	Perm516	22681
14941	6	Perm516	23360
14942	7	Perm516	23845
14943	8	Perm516	24171
14944	9	Perm516	24742
14945	10	Perm516	25104
14946	11	Perm516	25370
14947	12	Perm516	25660
14948	13	Perm516	25863
14949	14	Perm516	26119
14950	15	Perm516	26287
14951	16	Perm516	26530
14952	17	Perm516	26721
14953	18	Perm516	26905
14954	19	Perm516	27946
14955	20	Perm516	28083
14956	21	Perm516	28195
14957	22	Perm516	28883
14958	23	Perm516	28996
14959	24	Perm516	29192
14960	25	Perm516	29315
14961	26	Perm516	29428
14962	27	Perm516	29689
14963	28	Perm516	29779
14964	29	Perm516	29897
14965	1	Perm517	16046
14966	2	Perm517	18162
14967	3	Perm517	20462
14968	4	Perm517	21221
14969	5	Perm517	21892
14970	6	Perm517	22822
14971	7	Perm517	23451
14972	8	Perm517	24038
14973	9	Perm517	24436
14974	10	Perm517	24747
14975	11	Perm517	26009
14976	12	Perm517	26425
14977	13	Perm517	26693
14978	14	Perm517	26867
14979	15	Perm517	27034
14980	16	Perm517	27318
14981	17	Perm517	27478
14982	18	Perm517	27823
14983	19	Perm517	27962
14984	20	Perm517	28600
14985	21	Perm517	28749
14986	22	Perm517	28862
14987	23	Perm517	29026
14988	24	Perm517	29211
14989	25	Perm517	29326
14990	26	Perm517	29444
14991	27	Perm517	29551
14992	28	Perm517	29665
14993	29	Perm517	29897
14994	1	Perm518	16046
14995	2	Perm518	17731
14996	3	Perm518	19236
14997	4	Perm518	20399
14998	5	Perm518	21146
14999	6	Perm518	22600
15000	7	Perm518	22981
15001	8	Perm518	23653
15002	9	Perm518	25075
15003	10	Perm518	25701
15004	11	Perm518	26068
15005	12	Perm518	26259
15006	13	Perm518	26506
15007	14	Perm518	26881
15008	15	Perm518	27148
15009	16	Perm518	27426
15010	17	Perm518	27577
15011	18	Perm518	27736
15012	19	Perm518	27920
15013	20	Perm518	28024
15014	21	Perm518	28138
15015	22	Perm518	28288
15016	23	Perm518	28479
15017	24	Perm518	28579
15018	25	Perm518	28737
15019	26	Perm518	28862
15020	27	Perm518	29474
15021	28	Perm518	29639
15022	29	Perm518	29897
15023	1	Perm519	12841
15024	2	Perm519	18858
15025	3	Perm519	20413
15026	4	Perm519	22254
15027	5	Perm519	23144
15028	6	Perm519	23903
15029	7	Perm519	24366
15030	8	Perm519	24609
15031	9	Perm519	25079
15032	10	Perm519	25538
15033	11	Perm519	25872
15034	12	Perm519	26152
15035	13	Perm519	26376
15036	14	Perm519	26722
15037	15	Perm519	26940
15038	16	Perm519	27268
15039	17	Perm519	27551
15040	18	Perm519	27744
15041	19	Perm519	27865
15042	20	Perm519	28167
15043	21	Perm519	28308
15044	22	Perm519	28938
15045	23	Perm519	29108
15046	24	Perm519	29368
15047	25	Perm519	29508
15048	26	Perm519	29621
15049	27	Perm519	29706
15050	28	Perm519	29813
15051	29	Perm519	29897
15052	1	Perm520	16092
15053	2	Perm520	18877
15054	3	Perm520	20457
15055	4	Perm520	21878
15056	5	Perm520	22711
15057	6	Perm520	23302
15058	7	Perm520	23807
15059	8	Perm520	25157
15060	9	Perm520	25527
15061	10	Perm520	25825
15062	11	Perm520	26034
15063	12	Perm520	26737
15064	13	Perm520	26989
15065	14	Perm520	27194
15066	15	Perm520	27564
15067	16	Perm520	27900
15068	17	Perm520	28110
15069	18	Perm520	28267
15070	19	Perm520	28385
15071	20	Perm520	28562
15072	21	Perm520	28705
15073	22	Perm520	28935
15074	23	Perm520	29107
15075	24	Perm520	29222
15076	25	Perm520	29472
15077	26	Perm520	29597
15078	27	Perm520	29692
15079	28	Perm520	29779
15080	29	Perm520	29897
15081	1	Perm521	15484
15082	2	Perm521	18981
15083	3	Perm521	20435
15084	4	Perm521	21535
15085	5	Perm521	22348
15086	6	Perm521	23008
15087	7	Perm521	23445
15088	8	Perm521	23710
15089	9	Perm521	24257
15090	10	Perm521	24728
15091	11	Perm521	25012
15092	12	Perm521	25323
15093	13	Perm521	25776
15094	14	Perm521	25982
15095	15	Perm521	26135
15096	16	Perm521	26420
15097	17	Perm521	26588
15098	18	Perm521	26773
15099	19	Perm521	26937
15100	20	Perm521	27064
15101	21	Perm521	28172
15102	22	Perm521	28367
15103	23	Perm521	28518
15104	24	Perm521	28657
15105	25	Perm521	28927
15106	26	Perm521	29542
15107	27	Perm521	29630
15108	28	Perm521	29763
15109	29	Perm521	29897
15110	1	Perm522	12841
15111	2	Perm522	18845
15112	3	Perm522	20465
15113	4	Perm522	21755
15114	5	Perm522	23088
15115	6	Perm522	23899
15116	7	Perm522	24539
15117	8	Perm522	25006
15118	9	Perm522	25330
15119	10	Perm522	25828
15120	11	Perm522	26074
15121	12	Perm522	26547
15122	13	Perm522	26821
15123	14	Perm522	27173
15124	15	Perm522	27419
15125	16	Perm522	27619
15126	17	Perm522	27868
15127	18	Perm522	28012
15128	19	Perm522	28220
15129	20	Perm522	28400
15130	21	Perm522	28541
15131	22	Perm522	28674
15132	23	Perm522	28776
15133	24	Perm522	28871
15134	25	Perm522	29491
15135	26	Perm522	29592
15136	27	Perm522	29727
15137	28	Perm522	29809
15138	29	Perm522	29897
15139	1	Perm523	16272
15140	2	Perm523	18570
15141	3	Perm523	20567
15142	4	Perm523	21669
15143	5	Perm523	22409
15144	6	Perm523	23117
15145	7	Perm523	23730
15146	8	Perm523	24274
15147	9	Perm523	24638
15148	10	Perm523	25047
15149	11	Perm523	26299
15150	12	Perm523	26588
15151	13	Perm523	26975
15152	14	Perm523	27343
15153	15	Perm523	27508
15154	16	Perm523	27646
15155	17	Perm523	27831
15156	18	Perm523	27973
15157	19	Perm523	28136
15158	20	Perm523	28775
15159	21	Perm523	28953
15160	22	Perm523	29064
15161	23	Perm523	29171
15162	24	Perm523	29276
15163	25	Perm523	29393
15164	26	Perm523	29497
15165	27	Perm523	29641
15166	28	Perm523	29793
15167	29	Perm523	29897
15168	1	Perm524	16482
15169	2	Perm524	18950
15170	3	Perm524	20602
15171	4	Perm524	21424
15172	5	Perm524	22455
15173	6	Perm524	23246
15174	7	Perm524	23719
15175	8	Perm524	24237
15176	9	Perm524	25452
15177	10	Perm524	25839
15178	11	Perm524	26234
15179	12	Perm524	26570
15180	13	Perm524	26815
15181	14	Perm524	27025
15182	15	Perm524	27253
15183	16	Perm524	27419
15184	17	Perm524	28147
15185	18	Perm524	28359
15186	19	Perm524	28504
15187	20	Perm524	28637
15188	21	Perm524	28754
15189	22	Perm524	28920
15190	23	Perm524	29096
15191	24	Perm524	29251
15192	25	Perm524	29350
15193	26	Perm524	29475
15194	27	Perm524	29563
15195	28	Perm524	29802
15196	29	Perm524	29897
15197	1	Perm525	16294
15198	2	Perm525	18818
15199	3	Perm525	20645
15200	4	Perm525	22264
15201	5	Perm525	23195
15202	6	Perm525	24028
15203	7	Perm525	24658
15204	8	Perm525	25103
15205	9	Perm525	25576
15206	10	Perm525	25788
15207	11	Perm525	26137
15208	12	Perm525	26406
15209	13	Perm525	27181
15210	14	Perm525	27395
15211	15	Perm525	27547
15212	16	Perm525	27826
15213	17	Perm525	27986
15214	18	Perm525	28147
15215	19	Perm525	28295
15216	20	Perm525	28534
15217	21	Perm525	28698
15218	22	Perm525	28805
15219	23	Perm525	28973
15220	24	Perm525	29075
15221	25	Perm525	29202
15222	26	Perm525	29389
15223	27	Perm525	29654
15224	28	Perm525	29790
15225	29	Perm525	29897
15226	1	Perm526	15484
15227	2	Perm526	18343
15228	3	Perm526	19250
15229	4	Perm526	21243
15230	5	Perm526	22144
15231	6	Perm526	22991
15232	7	Perm526	23487
15233	8	Perm526	24122
15234	9	Perm526	24550
15235	10	Perm526	25832
15236	11	Perm526	26288
15237	12	Perm526	26498
15238	13	Perm526	26901
15239	14	Perm526	27175
15240	15	Perm526	27382
15241	16	Perm526	27630
15242	17	Perm526	27802
15243	18	Perm526	28003
15244	19	Perm526	28173
15245	20	Perm526	28404
15246	21	Perm526	28536
15247	22	Perm526	29165
15248	23	Perm526	29281
15249	24	Perm526	29385
15250	25	Perm526	29509
15251	26	Perm526	29633
15252	27	Perm526	29741
15253	28	Perm526	29828
15254	29	Perm526	29897
15255	1	Perm527	16143
15256	2	Perm527	19218
15257	3	Perm527	20502
15258	4	Perm527	21331
15259	5	Perm527	22836
15260	6	Perm527	23728
15261	7	Perm527	24321
15262	8	Perm527	24815
15263	9	Perm527	25280
15264	10	Perm527	25761
15265	11	Perm527	26177
15266	12	Perm527	26387
15267	13	Perm527	26597
15268	14	Perm527	26879
15269	15	Perm527	27151
15270	16	Perm527	27352
15271	17	Perm527	27519
15272	18	Perm527	27650
15273	19	Perm527	27969
15274	20	Perm527	28125
15275	21	Perm527	28336
15276	22	Perm527	28475
15277	23	Perm527	28600
15278	24	Perm527	28732
15279	25	Perm527	28851
15280	26	Perm527	29020
15281	27	Perm527	29690
15282	28	Perm527	29799
15283	29	Perm527	29897
15284	1	Perm528	16482
15285	2	Perm528	19131
15286	3	Perm528	20617
15287	4	Perm528	21847
15288	5	Perm528	22575
15289	6	Perm528	23000
15290	7	Perm528	23440
15291	8	Perm528	24091
15292	9	Perm528	25412
15293	10	Perm528	25778
15294	11	Perm528	26155
15295	12	Perm528	26444
15296	13	Perm528	26683
15297	14	Perm528	26959
15298	15	Perm528	27312
15299	16	Perm528	27638
15300	17	Perm528	27845
15301	18	Perm528	27998
15302	19	Perm528	28160
15303	20	Perm528	28287
15304	21	Perm528	28420
15305	22	Perm528	28578
15306	23	Perm528	28661
15307	24	Perm528	28834
15308	25	Perm528	29004
15309	26	Perm528	29085
15310	27	Perm528	29695
15311	28	Perm528	29780
15312	29	Perm528	29897
15313	1	Perm529	15935
15314	2	Perm529	19165
15315	3	Perm529	20211
15316	4	Perm529	21364
15317	5	Perm529	22379
15318	6	Perm529	23898
15319	7	Perm529	24425
15320	8	Perm529	24983
15321	9	Perm529	25369
15322	10	Perm529	25793
15323	11	Perm529	26173
15324	12	Perm529	26417
15325	13	Perm529	26689
15326	14	Perm529	26906
15327	15	Perm529	27165
15328	16	Perm529	27831
15329	17	Perm529	28161
15330	18	Perm529	28346
15331	19	Perm529	28497
15332	20	Perm529	28645
15333	21	Perm529	28804
15334	22	Perm529	29079
15335	23	Perm529	29210
15336	24	Perm529	29322
15337	25	Perm529	29422
15338	26	Perm529	29538
15339	27	Perm529	29707
15340	28	Perm529	29793
15341	29	Perm529	29897
15342	1	Perm530	15951
15343	2	Perm530	19289
15344	3	Perm530	20610
15345	4	Perm530	21538
15346	5	Perm530	22340
15347	6	Perm530	23230
15348	7	Perm530	23757
15349	8	Perm530	24265
15350	9	Perm530	24766
15351	10	Perm530	25108
15352	11	Perm530	25401
15353	12	Perm530	25696
