Genome	Permutation	Clusters
3707	24	Perm128	29186
3708	25	Perm128	29455
3709	26	Perm128	29603
3710	27	Perm128	29704
3711	28	Perm128	29790
3712	29	Perm128	29897
3713	1	Perm129	16293
3714	2	Perm129	19073
3715	3	Perm129	20574
3716	4	Perm129	21310
3717	5	Perm129	22403
3718	6	Perm129	23096
3719	7	Perm129	23425
3720	8	Perm129	24716
3721	9	Perm129	25046
3722	10	Perm129	25542
3723	11	Perm129	25986
3724	12	Perm129	26270
3725	13	Perm129	26524
3726	14	Perm129	26707
3727	15	Perm129	26895
3728	16	Perm129	27148
3729	17	Perm129	27394
3730	18	Perm129	28127
3731	19	Perm129	28345
3732	20	Perm129	28483
3733	21	Perm129	28617
3734	22	Perm129	28748
3735	23	Perm129	28826
3736	24	Perm129	29106
3737	25	Perm129	29270
3738	26	Perm129	29520
3739	27	Perm129	29656
3740	28	Perm129	29790
3741	29	Perm129	29897
3742	1	Perm130	16293
3743	2	Perm130	19268
3744	3	Perm130	20618
3745	4	Perm130	21746
3746	5	Perm130	22650
3747	6	Perm130	23189
3748	7	Perm130	23834
3749	8	Perm130	24358
3750	9	Perm130	24682
3751	10	Perm130	25877
3752	11	Perm130	26172
3753	12	Perm130	26546
3754	13	Perm130	27326
3755	14	Perm130	27608
3756	15	Perm130	27811
3757	16	Perm130	28009
3758	17	Perm130	28250
3759	18	Perm130	28456
3760	19	Perm130	28611
3761	20	Perm130	28764
3762	21	Perm130	28917
3763	22	Perm130	29031
3764	23	Perm130	29145
3765	24	Perm130	29257
3766	25	Perm130	29389
3767	26	Perm130	29485
3768	27	Perm130	29576
3769	28	Perm130	29665
3770	29	Perm130	29897
3771	1	Perm131	15966
3772	2	Perm131	19105
3773	3	Perm131	20592
3774	4	Perm131	21271
3775	5	Perm131	22174
3776	6	Perm131	23009
3777	7	Perm131	23610
3778	8	Perm131	24166
3779	9	Perm131	24633
3780	10	Perm131	24908
3781	11	Perm131	25235
3782	12	Perm131	25486
3783	13	Perm131	25852
3784	14	Perm131	26083
3785	15	Perm131	26289
3786	16	Perm131	26461
3787	17	Perm131	27545
3788	18	Perm131	27666
3789	19	Perm131	27883
3790	20	Perm131	28010
3791	21	Perm131	28117
3792	22	Perm131	28260
3793	23	Perm131	28434
3794	24	Perm131	28576
3795	25	Perm131	28666
3796	26	Perm131	28819
3797	27	Perm131	29494
3798	28	Perm131	29665
3799	29	Perm131	29897
3800	1	Perm132	16293
3801	2	Perm132	19216
3802	3	Perm132	20998
3803	4	Perm132	22301
3804	5	Perm132	23284
3805	6	Perm132	24029
3806	7	Perm132	24590
3807	8	Perm132	25073
3808	9	Perm132	25463
3809	10	Perm132	25846
3810	11	Perm132	26082
3811	12	Perm132	26314
3812	13	Perm132	26617
3813	14	Perm132	26870
3814	15	Perm132	27045
3815	16	Perm132	27247
3816	17	Perm132	27584
3817	18	Perm132	27791
3818	19	Perm132	27984
3819	20	Perm132	28122
3820	21	Perm132	28267
3821	22	Perm132	28383
3822	23	Perm132	28494
3823	24	Perm132	28624
3824	25	Perm132	28790
3825	26	Perm132	28919
3826	27	Perm132	28993
3827	28	Perm132	29231
3828	29	Perm132	29897
3829	1	Perm133	16060
3830	2	Perm133	18660
3831	3	Perm133	19985
3832	4	Perm133	20750
3833	5	Perm133	22228
3834	6	Perm133	23112
3835	7	Perm133	23475
3836	8	Perm133	23829
3837	9	Perm133	24463
3838	10	Perm133	24900
3839	11	Perm133	25289
3840	12	Perm133	25542
3841	13	Perm133	25724
3842	14	Perm133	25890
3843	15	Perm133	26261
3844	16	Perm133	26527
3845	17	Perm133	26679
3846	18	Perm133	26916
3847	19	Perm133	27151
3848	20	Perm133	28260
3849	21	Perm133	28385
3850	22	Perm133	28515
3851	23	Perm133	28664
3852	24	Perm133	28801
3853	25	Perm133	28924
3854	26	Perm133	29067
3855	27	Perm133	29169
3856	28	Perm133	29780
3857	29	Perm133	29897
3858	1	Perm134	16277
3859	2	Perm134	19099
3860	3	Perm134	20681
3861	4	Perm134	21914
3862	5	Perm134	22740
3863	6	Perm134	23326
3864	7	Perm134	23945
3865	8	Perm134	24369
3866	9	Perm134	24879
3867	10	Perm134	25179
3868	11	Perm134	25454
3869	12	Perm134	25753
3870	13	Perm134	25907
3871	14	Perm134	26199
3872	15	Perm134	26384
3873	16	Perm134	26643
3874	17	Perm134	26873
3875	18	Perm134	26998
3876	19	Perm134	27210
3877	20	Perm134	27374
3878	21	Perm134	27479
3879	22	Perm134	27592
3880	23	Perm134	27685
3881	24	Perm134	28758
3882	25	Perm134	28906
3883	26	Perm134	29521
3884	27	Perm134	29680
3885	28	Perm134	29780
3886	29	Perm134	29897
3887	1	Perm135	16136
3888	2	Perm135	18321
3889	3	Perm135	20551
3890	4	Perm135	21662
3891	5	Perm135	22437
3892	6	Perm135	23163
3893	7	Perm135	23793
3894	8	Perm135	24126
3895	9	Perm135	24486
3896	10	Perm135	24816
3897	11	Perm135	25135
3898	12	Perm135	26335
3899	13	Perm135	26778
3900	14	Perm135	27066
3901	15	Perm135	27236
3902	16	Perm135	27418
3903	17	Perm135	27668
3904	18	Perm135	27832
3905	19	Perm135	27991
3906	20	Perm135	28111
3907	21	Perm135	28221
3908	22	Perm135	28358
3909	23	Perm135	28458
3910	24	Perm135	28731
3911	25	Perm135	28848
3912	26	Perm135	29470
3913	27	Perm135	29637
3914	28	Perm135	29751
3915	29	Perm135	29897
3916	1	Perm136	12841
3917	2	Perm136	15092
3918	3	Perm136	20102
3919	4	Perm136	21914
3920	5	Perm136	22793
3921	6	Perm136	23986
3922	7	Perm136	24767
3923	8	Perm136	25322
3924	9	Perm136	25628
3925	10	Perm136	25992
3926	11	Perm136	26459
3927	12	Perm136	26766
3928	13	Perm136	27194
3929	14	Perm136	27413
3930	15	Perm136	27686
3931	16	Perm136	27917
3932	17	Perm136	28127
3933	18	Perm136	28322
3934	19	Perm136	28517
3935	20	Perm136	28674
3936	21	Perm136	28883
3937	22	Perm136	29014
3938	23	Perm136	29116
3939	24	Perm136	29229
3940	25	Perm136	29391
3941	26	Perm136	29480
3942	27	Perm136	29551
3943	28	Perm136	29791
3944	29	Perm136	29897
3945	1	Perm137	16143
3946	2	Perm137	18426
3947	3	Perm137	20448
3948	4	Perm137	21312
3949	5	Perm137	22926
3950	6	Perm137	23656
3951	7	Perm137	24230
3952	8	Perm137	24548
3953	9	Perm137	25323
3954	10	Perm137	25891
3955	11	Perm137	26270
3956	12	Perm137	26554
3957	13	Perm137	26811
3958	14	Perm137	27194
3959	15	Perm137	27567
3960	16	Perm137	27934
3961	17	Perm137	28104
3962	18	Perm137	28303
3963	19	Perm137	28565
3964	20	Perm137	28755
3965	21	Perm137	29018
3966	22	Perm137	29128
3967	23	Perm137	29254
3968	24	Perm137	29389
3969	25	Perm137	29489
3970	26	Perm137	29585
3971	27	Perm137	29675
3972	28	Perm137	29779
3973	29	Perm137	29897
3974	1	Perm138	15935
3975	2	Perm138	18224
3976	3	Perm138	19417
3977	4	Perm138	21369
3978	5	Perm138	22464
3979	6	Perm138	22987
3980	7	Perm138	23345
3981	8	Perm138	23633
3982	9	Perm138	24118
3983	10	Perm138	24656
3984	11	Perm138	25059
3985	12	Perm138	25431
3986	13	Perm138	25706
3987	14	Perm138	25867
3988	15	Perm138	26233
3989	16	Perm138	27394
3990	17	Perm138	27539
3991	18	Perm138	27868
3992	19	Perm138	28512
3993	20	Perm138	28724
3994	21	Perm138	28951
3995	22	Perm138	29077
3996	23	Perm138	29216
3997	24	Perm138	29354
3998	25	Perm138	29469
3999	26	Perm138	29606
4000	27	Perm138	29702
4001	28	Perm138	29809
4002	29	Perm138	29897
4003	1	Perm139	16122
4004	2	Perm139	18370
4005	3	Perm139	20500
4006	4	Perm139	21355
4007	5	Perm139	22346
4008	6	Perm139	22953
4009	7	Perm139	23616
4010	8	Perm139	23914
4011	9	Perm139	24159
4012	10	Perm139	25525
4013	11	Perm139	25878
4014	12	Perm139	26318
4015	13	Perm139	26625
4016	14	Perm139	27030
4017	15	Perm139	27261
4018	16	Perm139	27409
4019	17	Perm139	27670
4020	18	Perm139	27900
4021	19	Perm139	28059
4022	20	Perm139	28217
4023	21	Perm139	28315
4024	22	Perm139	28444
4025	23	Perm139	29072
4026	24	Perm139	29194
4027	25	Perm139	29338
4028	26	Perm139	29492
4029	27	Perm139	29640
4030	28	Perm139	29808
4031	29	Perm139	29897
4032	1	Perm140	15484
4033	2	Perm140	18448
4034	3	Perm140	20350
4035	4	Perm140	21127
4036	5	Perm140	21720
4037	6	Perm140	23278
4038	7	Perm140	24150
4039	8	Perm140	24816
4040	9	Perm140	25196
4041	10	Perm140	25545
4042	11	Perm140	25801
4043	12	Perm140	26178
4044	13	Perm140	26482
4045	14	Perm140	26725
4046	15	Perm140	26962
4047	16	Perm140	27224
4048	17	Perm140	27554
4049	18	Perm140	27708
4050	19	Perm140	27900
4051	20	Perm140	28023
4052	21	Perm140	28731
4053	22	Perm140	28879
4054	23	Perm140	28997
4055	24	Perm140	29103
4056	25	Perm140	29287
4057	26	Perm140	29556
4058	27	Perm140	29645
4059	28	Perm140	29763
4060	29	Perm140	29897
4061	1	Perm141	15484
4062	2	Perm141	19131
4063	3	Perm141	20742
4064	4	Perm141	21918
4065	5	Perm141	22634
4066	6	Perm141	23994
4067	7	Perm141	24469
4068	8	Perm141	25104
4069	9	Perm141	25394
4070	10	Perm141	25801
4071	11	Perm141	26168
4072	12	Perm141	26472
4073	13	Perm141	26768
4074	14	Perm141	26975
4075	15	Perm141	27152
4076	16	Perm141	27346
4077	17	Perm141	27509
4078	18	Perm141	27677
4079	19	Perm141	27844
4080	20	Perm141	28023
4081	21	Perm141	28163
4082	22	Perm141	28282
4083	23	Perm141	28413
4084	24	Perm141	28520
4085	25	Perm141	28798
4086	26	Perm141	29042
4087	27	Perm141	29134
4088	28	Perm141	29804
4089	29	Perm141	29897
4090	1	Perm142	16277
4091	2	Perm142	19139
4092	3	Perm142	20460
4093	4	Perm142	21682
4094	5	Perm142	22537
4095	6	Perm142	23275
4096	7	Perm142	23723
4097	8	Perm142	24084
4098	9	Perm142	25420
4099	10	Perm142	25878
4100	11	Perm142	26196
4101	12	Perm142	26557
4102	13	Perm142	26878
4103	14	Perm142	27026
4104	15	Perm142	27252
4105	16	Perm142	27585
4106	17	Perm142	27747
4107	18	Perm142	28033
4108	19	Perm142	28210
4109	20	Perm142	28846
4110	21	Perm142	28938
4111	22	Perm142	29049
4112	23	Perm142	29219
4113	24	Perm142	29370
4114	25	Perm142	29465
4115	26	Perm142	29559
4116	27	Perm142	29667
4117	28	Perm142	29790
4118	29	Perm142	29897
4119	1	Perm143	16482
4120	2	Perm143	19386
4121	3	Perm143	20765
4122	4	Perm143	21708
4123	5	Perm143	22421
4124	6	Perm143	23790
4125	7	Perm143	24440
4126	8	Perm143	24955
4127	9	Perm143	25329
4128	10	Perm143	25571
4129	11	Perm143	25843
4130	12	Perm143	26239
4131	13	Perm143	26500
4132	14	Perm143	26662
4133	15	Perm143	26856
4134	16	Perm143	27173
4135	17	Perm143	27351
4136	18	Perm143	27672
4137	19	Perm143	27967
4138	20	Perm143	28090
4139	21	Perm143	28229
4140	22	Perm143	28354
4141	23	Perm143	28453
4142	24	Perm143	29142
4143	25	Perm143	29274
4144	26	Perm143	29398
4145	27	Perm143	29534
4146	28	Perm143	29793
4147	29	Perm143	29897
4148	1	Perm144	16272
4149	2	Perm144	18663
4150	3	Perm144	20137
4151	4	Perm144	21569
4152	5	Perm144	22503
4153	6	Perm144	23160
4154	7	Perm144	23562
4155	8	Perm144	24116
4156	9	Perm144	25431
4157	10	Perm144	26168
4158	11	Perm144	26582
4159	12	Perm144	26876
4160	13	Perm144	27268
4161	14	Perm144	27466
4162	15	Perm144	27722
4163	16	Perm144	27965
4164	17	Perm144	28317
4165	18	Perm144	28502
4166	19	Perm144	28626
4167	20	Perm144	28779
4168	21	Perm144	28922
4169	22	Perm144	29127
4170	23	Perm144	29243
4171	24	Perm144	29381
4172	25	Perm144	29498
4173	26	Perm144	29597
4174	27	Perm144	29690
4175	28	Perm144	29780
4176	29	Perm144	29897
4177	1	Perm145	12563
4178	2	Perm145	18479
4179	3	Perm145	20264
4180	4	Perm145	21433
4181	5	Perm145	22152
4182	6	Perm145	23580
4183	7	Perm145	24039
4184	8	Perm145	24808
4185	9	Perm145	25330
4186	10	Perm145	25820
4187	11	Perm145	26027
4188	12	Perm145	26237
4189	13	Perm145	26435
4190	14	Perm145	26761
4191	15	Perm145	27089
4192	16	Perm145	27834
4193	17	Perm145	27981
4194	18	Perm145	28259
4195	19	Perm145	28430
4196	20	Perm145	28630
4197	21	Perm145	28758
4198	22	Perm145	28859
4199	23	Perm145	28962
4200	24	Perm145	29132
4201	25	Perm145	29337
4202	26	Perm145	29441
4203	27	Perm145	29680
4204	28	Perm145	29768
4205	29	Perm145	29897
4206	1	Perm146	16040
4207	2	Perm146	18534
4208	3	Perm146	21010
4209	4	Perm146	21921
4210	5	Perm146	22745
4211	6	Perm146	23440
4212	7	Perm146	23903
4213	8	Perm146	24640
4214	9	Perm146	25142
4215	10	Perm146	25456
4216	11	Perm146	25833
4217	12	Perm146	26226
4218	13	Perm146	27025
4219	14	Perm146	27188
4220	15	Perm146	27383
4221	16	Perm146	27674
4222	17	Perm146	27887
4223	18	Perm146	28105
4224	19	Perm146	28417
4225	20	Perm146	28580
4226	21	Perm146	28732
4227	22	Perm146	28826
4228	23	Perm146	28967
4229	24	Perm146	29113
4230	25	Perm146	29308
4231	26	Perm146	29425
4232	27	Perm146	29691
4233	28	Perm146	29780
4234	29	Perm146	29897
4235	1	Perm147	16136
4236	2	Perm147	19279
4237	3	Perm147	20871
4238	4	Perm147	21853
4239	5	Perm147	23382
4240	6	Perm147	24056
4241	7	Perm147	24723
4242	8	Perm147	25147
4243	9	Perm147	25429
4244	10	Perm147	25748
4245	11	Perm147	26066
4246	12	Perm147	26401
4247	13	Perm147	26711
4248	14	Perm147	26982
4249	15	Perm147	27187
4250	16	Perm147	27431
4251	17	Perm147	27793
4252	18	Perm147	28449
4253	19	Perm147	28654
4254	20	Perm147	28814
4255	21	Perm147	28952
4256	22	Perm147	29088
4257	23	Perm147	29211
4258	24	Perm147	29391
4259	25	Perm147	29491
4260	26	Perm147	29588
4261	27	Perm147	29658
4262	28	Perm147	29768
4263	29	Perm147	29897
4264	1	Perm148	16122
4265	2	Perm148	19223
4266	3	Perm148	20390
4267	4	Perm148	21396
4268	5	Perm148	22414
4269	6	Perm148	23151
4270	7	Perm148	23638
4271	8	Perm148	24090
4272	9	Perm148	24455
4273	10	Perm148	25757
4274	11	Perm148	26130
4275	12	Perm148	26555
4276	13	Perm148	26769
4277	14	Perm148	26948
4278	15	Perm148	27159
4279	16	Perm148	27327
4280	17	Perm148	27533
4281	18	Perm148	27770
4282	19	Perm148	27894
4283	20	Perm148	28032
4284	21	Perm148	28304
4285	22	Perm148	28442
4286	23	Perm148	28548
4287	24	Perm148	28665
4288	25	Perm148	28949
4289	26	Perm148	29044
4290	27	Perm148	29194
4291	28	Perm148	29289
4292	29	Perm148	29897
4293	1	Perm149	15484
4294	2	Perm149	18225
4295	3	Perm149	19857
4296	4	Perm149	20495
4297	5	Perm149	22058
4298	6	Perm149	23458
4299	7	Perm149	24320
4300	8	Perm149	24741
4301	9	Perm149	25157
4302	10	Perm149	25558
4303	11	Perm149	25823
4304	12	Perm149	26330
4305	13	Perm149	26605
4306	14	Perm149	26780
4307	15	Perm149	27064
4308	16	Perm149	27374
4309	17	Perm149	27605
4310	18	Perm149	28325
4311	19	Perm149	28491
4312	20	Perm149	28667
4313	21	Perm149	28842
4314	22	Perm149	28971
4315	23	Perm149	29087
4316	24	Perm149	29209
4317	25	Perm149	29323
4318	26	Perm149	29419
4319	27	Perm149	29682
4320	28	Perm149	29768
4321	29	Perm149	29897
4322	1	Perm150	16046
4323	2	Perm150	19194
4324	3	Perm150	20780
4325	4	Perm150	21778
4326	5	Perm150	23227
4327	6	Perm150	23991
4328	7	Perm150	24506
4329	8	Perm150	25059
4330	9	Perm150	25448
4331	10	Perm150	25875
4332	11	Perm150	26120
4333	12	Perm150	26530
4334	13	Perm150	27318
4335	14	Perm150	27497
4336	15	Perm150	27684
4337	16	Perm150	27939
4338	17	Perm150	28161
4339	18	Perm150	28387
4340	19	Perm150	28559
4341	20	Perm150	28777
4342	21	Perm150	28887
4343	22	Perm150	29060
4344	23	Perm150	29174
4345	24	Perm150	29309
4346	25	Perm150	29476
4347	26	Perm150	29586
4348	27	Perm150	29725
4349	28	Perm150	29802
4350	29	Perm150	29897
4351	1	Perm151	16315
4352	2	Perm151	19239
4353	3	Perm151	20460
4354	4	Perm151	21594
4355	5	Perm151	22480
4356	6	Perm151	23181
4357	7	Perm151	23561
4358	8	Perm151	24098
4359	9	Perm151	24478
4360	10	Perm151	24883
4361	11	Perm151	25300
4362	12	Perm151	25531
4363	13	Perm151	25908
4364	14	Perm151	26287
4365	15	Perm151	26533
4366	16	Perm151	26741
4367	17	Perm151	26897
4368	18	Perm151	27049
4369	19	Perm151	28096
4370	20	Perm151	28312
4371	21	Perm151	28466
4372	22	Perm151	28601
4373	23	Perm151	29289
4374	24	Perm151	29372
4375	25	Perm151	29492
4376	26	Perm151	29634
4377	27	Perm151	29704
4378	28	Perm151	29812
4379	29	Perm151	29897
4380	1	Perm152	15484
4381	2	Perm152	19009
4382	3	Perm152	20949
4383	4	Perm152	21997
4384	5	Perm152	22985
4385	6	Perm152	23823
4386	7	Perm152	24677
4387	8	Perm152	25224
4388	9	Perm152	25611
4389	10	Perm152	25948
4390	11	Perm152	26296
4391	12	Perm152	26525
4392	13	Perm152	26873
4393	14	Perm152	27132
4394	15	Perm152	27343
4395	16	Perm152	27566
4396	17	Perm152	28221
4397	18	Perm152	28450
4398	19	Perm152	28626
4399	20	Perm152	28742
4400	21	Perm152	28897
4401	22	Perm152	29018
4402	23	Perm152	29134
4403	24	Perm152	29235
4404	25	Perm152	29335
4405	26	Perm152	29449
4406	27	Perm152	29534
4407	28	Perm152	29793
4408	29	Perm152	29897
4409	1	Perm153	16040
4410	2	Perm153	18515
4411	3	Perm153	19959
4412	4	Perm153	20788
4413	5	Perm153	21476
4414	6	Perm153	22976
4415	7	Perm153	23416
4416	8	Perm153	24522
4417	9	Perm153	24992
4418	10	Perm153	25232
4419	11	Perm153	25419
4420	12	Perm153	26085
4421	13	Perm153	26532
4422	14	Perm153	26879
4423	15	Perm153	27124
4424	16	Perm153	27484
4425	17	Perm153	28210
4426	18	Perm153	28329
4427	19	Perm153	28540
4428	20	Perm153	28692
4429	21	Perm153	28889
4430	22	Perm153	29072
4431	23	Perm153	29192
4432	24	Perm153	29286
4433	25	Perm153	29375
4434	26	Perm153	29536
4435	27	Perm153	29667
4436	28	Perm153	29780
4437	29	Perm153	29897
4438	1	Perm154	16136
4439	2	Perm154	19207
4440	3	Perm154	20663
4441	4	Perm154	22401
4442	5	Perm154	23313
4443	6	Perm154	24102
4444	7	Perm154	24593
4445	8	Perm154	25144
4446	9	Perm154	25643
4447	10	Perm154	25980
4448	11	Perm154	26242
4449	12	Perm154	26424
4450	13	Perm154	26602
4451	14	Perm154	26966
4452	15	Perm154	27184
4453	16	Perm154	27547
4454	17	Perm154	27703
4455	18	Perm154	27912
4456	19	Perm154	28043
4457	20	Perm154	28247
4458	21	Perm154	28351
4459	22	Perm154	28516
4460	23	Perm154	29143
4461	24	Perm154	29305
4462	25	Perm154	29409
4463	26	Perm154	29582
4464	27	Perm154	29680
4465	28	Perm154	29768
4466	29	Perm154	29897
4467	1	Perm155	15935
4468	2	Perm155	19293
4469	3	Perm155	20609
4470	4	Perm155	21259
4471	5	Perm155	22420
4472	6	Perm155	23037
4473	7	Perm155	23661
4474	8	Perm155	23992
4475	9	Perm155	24288
4476	10	Perm155	24688
4477	11	Perm155	25032
4478	12	Perm155	25201
4479	13	Perm155	25585
4480	14	Perm155	25944
4481	15	Perm155	26231
4482	16	Perm155	26369
4483	17	Perm155	27461
4484	18	Perm155	28198
4485	19	Perm155	28344
4486	20	Perm155	28576
4487	21	Perm155	28771
4488	22	Perm155	29051
4489	23	Perm155	29183
4490	24	Perm155	29298
4491	25	Perm155	29451
4492	26	Perm155	29583
4493	27	Perm155	29695
4494	28	Perm155	29812
4495	29	Perm155	29897
4496	1	Perm156	12563
4497	2	Perm156	18818
4498	3	Perm156	20693
4499	4	Perm156	22283
4500	5	Perm156	22965
4501	6	Perm156	23545
4502	7	Perm156	24454
4503	8	Perm156	25008
4504	9	Perm156	25420
4505	10	Perm156	25714
4506	11	Perm156	25944
4507	12	Perm156	26208
4508	13	Perm156	26431
4509	14	Perm156	26633
4510	15	Perm156	26841
4511	16	Perm156	26979
4512	17	Perm156	27149
4513	18	Perm156	27891
4514	19	Perm156	28177
4515	20	Perm156	28313
4516	21	Perm156	28561
4517	22	Perm156	28858
4518	23	Perm156	28968
4519	24	Perm156	29134
4520	25	Perm156	29258
4521	26	Perm156	29412
4522	27	Perm156	29506
4523	28	Perm156	29768
4524	29	Perm156	29897
4525	1	Perm157	15418
4526	2	Perm157	19095
4527	3	Perm157	20533
4528	4	Perm157	22115
4529	5	Perm157	23195
4530	6	Perm157	24094
4531	7	Perm157	24634
4532	8	Perm157	25348
4533	9	Perm157	25743
4534	10	Perm157	26124
4535	11	Perm157	26351
4536	12	Perm157	26557
4537	13	Perm157	26988
4538	14	Perm157	27370
4539	15	Perm157	27653
4540	16	Perm157	27806
4541	17	Perm157	28142
4542	18	Perm157	28366
4543	19	Perm157	28572
4544	20	Perm157	28782
4545	21	Perm157	28934
4546	22	Perm157	29043
4547	23	Perm157	29179
4548	24	Perm157	29327
4549	25	Perm157	29485
4550	26	Perm157	29582
4551	27	Perm157	29701
4552	28	Perm157	29793
4553	29	Perm157	29897
4554	1	Perm158	16157
4555	2	Perm158	18209
4556	3	Perm158	20516
4557	4	Perm158	21493
4558	5	Perm158	22345
4559	6	Perm158	22919
4560	7	Perm158	23481
4561	8	Perm158	24060
4562	9	Perm158	24588
4563	10	Perm158	25019
4564	11	Perm158	26183
4565	12	Perm158	26408
4566	13	Perm158	26560
4567	14	Perm158	26858
4568	15	Perm158	27023
4569	16	Perm158	27224
4570	17	Perm158	27467
4571	18	Perm158	27639
4572	19	Perm158	27848
4573	20	Perm158	28048
4574	21	Perm158	28751
4575	22	Perm158	28857
4576	23	Perm158	29020
4577	24	Perm158	29200
4578	25	Perm158	29328
4579	26	Perm158	29466
4580	27	Perm158	29701
4581	28	Perm158	29813
4582	29	Perm158	29897
4583	1	Perm159	16040
4584	2	Perm159	18537
4585	3	Perm159	20510
4586	4	Perm159	21692
4587	5	Perm159	22396
4588	6	Perm159	23085
4589	7	Perm159	23499
4590	8	Perm159	23813
4591	9	Perm159	24168
4592	10	Perm159	24615
4593	11	Perm159	24878
4594	12	Perm159	25074
4595	13	Perm159	25259
4596	14	Perm159	25397
4597	15	Perm159	25811
4598	16	Perm159	26140
4599	17	Perm159	26415
4600	18	Perm159	26773
4601	19	Perm159	26898
4602	20	Perm159	27081
4603	21	Perm159	27392
4604	22	Perm159	27572
4605	23	Perm159	27711
4606	24	Perm159	27911
4607	25	Perm159	28973
4608	26	Perm159	29591
4609	27	Perm159	29726
4610	28	Perm159	29804
4611	29	Perm159	29897
4612	1	Perm160	15935
4613	2	Perm160	18288
4614	3	Perm160	19505
4615	4	Perm160	21405
4616	5	Perm160	22406
4617	6	Perm160	23260
4618	7	Perm160	23682
4619	8	Perm160	24180
4620	9	Perm160	24655
4621	10	Perm160	24853
4622	11	Perm160	25239
4623	12	Perm160	25554
4624	13	Perm160	25796
4625	14	Perm160	26066
4626	15	Perm160	26268
4627	16	Perm160	26453
4628	17	Perm160	26616
4629	18	Perm160	26799
4630	19	Perm160	27925
4631	20	Perm160	28216
4632	21	Perm160	28388
4633	22	Perm160	29015
4634	23	Perm160	29126
4635	24	Perm160	29369
4636	25	Perm160	29463
4637	26	Perm160	29589
4638	27	Perm160	29696
4639	28	Perm160	29793
4640	29	Perm160	29897
4641	1	Perm161	12841
4642	2	Perm161	18841
4643	3	Perm161	20774
4644	4	Perm161	21538
4645	5	Perm161	22979
4646	6	Perm161	23831
4647	7	Perm161	24548
4648	8	Perm161	24983
4649	9	Perm161	25602
4650	10	Perm161	26101
4651	11	Perm161	26479
4652	12	Perm161	26803
4653	13	Perm161	27013
4654	14	Perm161	27362
4655	15	Perm161	27679
4656	16	Perm161	27899
4657	17	Perm161	28092
4658	18	Perm161	28214
4659	19	Perm161	28372
4660	20	Perm161	28496
4661	21	Perm161	28639
4662	22	Perm161	28778
4663	23	Perm161	28945
4664	24	Perm161	29034
4665	25	Perm161	29157
4666	26	Perm161	29339
4667	27	Perm161	29511
4668	28	Perm161	29763
4669	29	Perm161	29897
4670	1	Perm162	16210
4671	2	Perm162	18711
4672	3	Perm162	21175
4673	4	Perm162	22200
4674	5	Perm162	23130
4675	6	Perm162	23918
4676	7	Perm162	24645
4677	8	Perm162	25186
4678	9	Perm162	25542
4679	10	Perm162	26059
4680	11	Perm162	26320
4681	12	Perm162	26677
4682	13	Perm162	26933
4683	14	Perm162	27103
4684	15	Perm162	27502
4685	16	Perm162	27794
4686	17	Perm162	27983
4687	18	Perm162	28173
4688	19	Perm162	28459
4689	20	Perm162	28630
4690	21	Perm162	28765
4691	22	Perm162	28897
4692	23	Perm162	29193
4693	24	Perm162	29355
4694	25	Perm162	29495
4695	26	Perm162	29594
4696	27	Perm162	29673
4697	28	Perm162	29808
4698	29	Perm162	29897
4699	1	Perm163	16046
4700	2	Perm163	18670
4701	3	Perm163	20748
4702	4	Perm163	21900
4703	5	Perm163	22668
4704	6	Perm163	23337
4705	7	Perm163	23965
4706	8	Perm163	24384
4707	9	Perm163	24715
4708	10	Perm163	25026
4709	11	Perm163	26268
4710	12	Perm163	26538
4711	13	Perm163	26858
4712	14	Perm163	27031
4713	15	Perm163	27230
4714	16	Perm163	27382
4715	17	Perm163	27549
4716	18	Perm163	27737
4717	19	Perm163	27945
4718	20	Perm163	28066
4719	21	Perm163	28176
4720	22	Perm163	28323
4721	23	Perm163	28430
4722	24	Perm163	28534
4723	25	Perm163	28773
4724	26	Perm163	28888
4725	27	Perm163	29499
4726	28	Perm163	29763
4727	29	Perm163	29897
4728	1	Perm164	16294
4729	2	Perm164	18750
4730	3	Perm164	20671
4731	4	Perm164	21697
4732	5	Perm164	22267
4733	6	Perm164	23660
4734	7	Perm164	24244
4735	8	Perm164	24695
4736	9	Perm164	25257
4737	10	Perm164	25735
4738	11	Perm164	26138
4739	12	Perm164	26422
4740	13	Perm164	26715
4741	14	Perm164	27010
4742	15	Perm164	27201
4743	16	Perm164	27360
4744	17	Perm164	27519
4745	18	Perm164	27701
4746	19	Perm164	27872
4747	20	Perm164	27989
4748	21	Perm164	28705
4749	22	Perm164	28913
4750	23	Perm164	29020
4751	24	Perm164	29299
4752	25	Perm164	29439
4753	26	Perm164	29576
4754	27	Perm164	29711
4755	28	Perm164	29793
4756	29	Perm164	29897
4757	1	Perm165	16172
4758	2	Perm165	19123
4759	3	Perm165	20576
4760	4	Perm165	21504
4761	5	Perm165	22313
4762	6	Perm165	23685
4763	7	Perm165	24338
4764	8	Perm165	24732
4765	9	Perm165	25252
4766	10	Perm165	25707
4767	11	Perm165	26046
4768	12	Perm165	26253
4769	13	Perm165	26497
4770	14	Perm165	26787
4771	15	Perm165	27004
4772	16	Perm165	27179
4773	17	Perm165	27363
4774	18	Perm165	27688
4775	19	Perm165	27871
4776	20	Perm165	27962
4777	21	Perm165	28162
4778	22	Perm165	28376
4779	23	Perm165	28542
4780	24	Perm165	28792
4781	25	Perm165	28935
